Grassland_medium,Grassland_high,Grassland_low,Crop,Forest_Deciduous,Forest_Mixed,Forest_Coniferous,Forest_even_aged,Forest_uneven_aged,scenario_no
1,1,1,6,2,2,2,0,0,1
1,1,1,5,3,3,1,0,0,2
2,2,2,2,2,3,2,0,0,3
1,1,1,7,2,2,1,0,0,4
0,0,4,2,0,9,0,0,0,5
0,0,3,5,0,7,0,0,0,6
0,0,3,6,0,6,0,0,0,7
0,4,0,2,0,0,9,0,0,8
0,3,0,5,0,0,7,0,0,9
0,3,0,6,0,0,6,0,0,10
1,1,1,5,0,0,7,0,0,11
1,1,1,6,0,0,6,0,0,12
1,1,1,5,7,0,0,0,0,13
1,1,1,6,6,0,0,0,0,14
1,1,1,5,0,7,0,0,0,15
1,1,1,6,0,6,0,0,0,16
1,0,1,4,3,4,2,0,0,17
1,0,1,7,2,2,2,0,0,18
1,0,1,6,3,3,1,0,0,19
2,1,3,3,4,2,0,0,0,20
2,1,3,3,2,2,2,0,0,21
2,1,3,2,3,3,1,0,0,22
0,1,0,2,3,4,5,0,0,23
0,1,0,6,2,2,4,0,0,24
0,1,0,5,3,3,3,0,0,25
0,1,0,6,4,2,2,0,0,26
0,1,0,5,5,3,1,0,0,27
0,4,0,2,3,4,2,0,0,28
0,3,0,6,2,2,2,0,0,29
0,3,0,5,3,3,1,0,0,30
0,0,4,2,3,4,2,0,0,31
0,0,3,6,2,2,2,0,0,32
0,0,3,5,3,3,1,0,0,33
0,0,0,0,10,5,0,0,0,34
0,0,0,0,7,5,3,0,0,35
5,5,5,0,0,0,0,0,0,36
0,0,0,15,0,0,0,0,0,37
2,2,2,5,2,1,1,0,0,38
1,1,1,5,0,0,0,3,4,39
1,1,1,6,0,0,0,5,1,40
1,1,1,5,0,0,0,5,2,41
2,2,2,2,0,0,0,6,1,42
1,1,1,4,0,0,0,7,1,43
1,1,1,7,0,0,0,4,1,44
0,0,4,2,0,0,0,0,9,45
0,0,3,5,0,0,0,0,7,46
0,0,3,6,0,0,0,0,6,47
0,4,0,2,0,0,0,9,0,48
0,3,0,5,0,0,0,7,0,49
0,3,0,6,0,0,0,6,0,50
1,1,1,5,0,0,0,7,0,51
1,1,1,6,0,0,0,6,0,52
1,1,1,5,0,0,0,0,7,53
1,1,1,6,0,0,0,0,6,54
1,0,1,4,0,0,0,8,1,55
1,0,1,6,0,0,0,3,4,56
1,0,1,7,0,0,0,5,1,57
1,0,1,6,0,0,0,5,2,58
2,1,3,3,0,0,0,5,1,59
2,1,3,2,0,0,0,5,2,60
0,1,0,2,0,0,0,8,4,61
0,1,0,5,0,0,0,3,6,62
0,1,0,6,0,0,0,5,3,63
0,1,0,5,0,0,0,5,4,64
0,1,0,6,0,0,0,7,1,65
0,4,0,2,0,0,0,8,1,66
0,3,0,5,0,0,0,3,4,67
0,3,0,6,0,0,0,5,1,68
0,3,0,5,0,0,0,5,2,69
0,0,4,2,0,0,0,8,1,70
0,0,3,5,0,0,0,3,4,71
0,0,3,6,0,0,0,5,1,72
0,0,3,5,0,0,0,5,2,73
0,0,0,0,0,0,0,7,8,74
0,0,0,0,0,0,0,13,2,75
0,0,0,0,0,0,0,11,4,76
2,2,2,5,0,0,0,4,0,77
1,1,1,3,3,4,2,0,0,78
1,1,1,6,4,2,0,0,0,79
1,1,1,0,4,5,3,0,0,80
0,0,0,5,4,3,3,0,0,81
1,1,1,1,5,4,2,0,0,82
2,2,2,3,3,2,1,0,0,83
1,1,1,5,2,3,2,0,0,84
1,1,1,7,3,2,0,0,0,85
1,1,1,8,2,1,1,0,0,86
1,1,1,3,0,0,9,0,0,87
1,1,1,3,9,0,0,0,0,88
1,1,1,3,0,9,0,0,0,89
1,0,1,7,4,2,0,0,0,90
2,1,3,0,3,4,2,0,0,91
0,1,0,3,5,4,2,0,0,92
0,1,0,6,6,2,0,0,0,93
0,3,0,6,4,2,0,0,0,94
0,0,3,6,4,2,0,0,0,95
0,0,0,1,6,4,4,0,0,96
2,2,2,4,2,2,1,0,0,97
2,2,2,4,3,2,0,0,0,98
1,1,1,3,0,0,0,8,1,99
1,1,1,0,0,0,0,11,1,100
0,0,0,5,0,0,0,9,1,101
1,1,1,1,0,0,0,8,3,102
1,1,1,7,0,0,0,2,3,103
1,1,1,8,0,0,0,3,1,104
1,1,1,3,0,0,0,9,0,105
1,1,1,3,0,0,0,0,9,106
2,1,3,0,0,0,0,8,1,107
2,1,3,2,0,0,0,3,4,108
0,1,0,3,0,0,0,10,1,109
0,1,0,4,0,0,0,8,2,110
2,2,2,4,0,0,0,2,3,111
2,2,2,4,0,0,0,4,1,112
1,1,0,2,7,4,0,0,0,113
1,1,2,5,4,2,0,0,0,114
1,1,0,2,0,0,0,5,6,115
1,1,2,5,0,0,0,3,3,116
2,2,1,3,0,0,0,5,2,117
1,1,2,2,3,4,2,0,0,118
1,1,0,1,4,5,3,0,0,119
0,0,1,4,4,3,3,0,0,120
1,1,0,2,5,4,2,0,0,121
2,2,1,4,3,2,1,0,0,122
1,1,2,4,2,3,2,0,0,123
1,1,0,8,3,2,0,0,0,124
1,1,0,9,2,1,1,0,0,125
1,1,2,2,0,0,9,0,0,126
1,1,2,2,9,0,0,0,0,127
1,1,2,2,0,9,0,0,0,128
1,0,2,6,4,2,0,0,0,129
2,1,2,1,3,4,2,0,0,130
0,1,1,5,4,2,2,0,0,131
0,1,1,2,5,4,2,0,0,132
0,1,1,5,6,2,0,0,0,133
0,3,1,5,4,2,0,0,0,134
0,0,4,5,4,2,0,0,0,135
0,0,1,0,6,4,4,0,0,136
2,2,1,5,2,2,1,0,0,137
2,2,1,5,3,2,0,0,0,138
1,1,2,2,0,0,0,8,1,139
1,1,0,1,0,0,0,11,1,140
0,0,1,4,0,0,0,9,1,141
1,1,0,2,0,0,0,8,3,142
1,1,0,8,0,0,0,2,3,143
1,1,0,9,0,0,0,3,1,144
1,1,2,2,0,0,0,9,0,145
1,1,2,2,0,0,0,0,9,146
2,1,2,1,0,0,0,8,1,147
2,1,2,3,0,0,0,3,4,148
0,1,1,2,0,0,0,10,1,149
2,2,1,5,0,0,0,2,3,150
2,2,1,5,0,0,0,4,1,151
0,1,1,2,7,4,0,0,0,152
2,1,1,5,4,2,0,0,0,153
0,1,1,2,0,0,0,5,6,154
2,1,1,5,0,0,0,3,3,155
1,2,2,3,0,0,0,5,2,156
2,1,1,2,3,4,2,0,0,157
0,1,1,1,4,5,3,0,0,158
1,0,0,4,4,3,3,0,0,159
1,2,2,4,3,2,1,0,0,160
2,1,1,4,2,3,2,0,0,161
0,1,1,8,3,2,0,0,0,162
0,1,1,9,2,1,1,0,0,163
2,1,1,2,0,0,9,0,0,164
2,1,1,2,9,0,0,0,0,165
2,1,1,2,0,9,0,0,0,166
2,0,1,6,4,2,0,0,0,167
1,1,3,1,3,4,2,0,0,168
1,1,0,5,4,2,2,0,0,169
1,1,0,5,6,2,0,0,0,170
1,3,0,5,4,2,0,0,0,171
1,0,3,5,4,2,0,0,0,172
1,0,0,0,6,4,4,0,0,173
1,2,2,5,2,2,1,0,0,174
1,2,2,5,3,2,0,0,0,175
2,1,1,2,0,0,0,8,1,176
0,1,1,1,0,0,0,11,1,177
1,0,0,4,0,0,0,9,1,178
0,1,1,2,0,0,0,8,3,179
0,1,1,8,0,0,0,2,3,180
0,1,1,9,0,0,0,3,1,181
2,1,1,2,0,0,0,9,0,182
2,1,1,2,0,0,0,0,9,183
1,1,3,1,0,0,0,8,1,184
1,1,3,3,0,0,0,3,4,185
1,1,0,2,0,0,0,10,1,186
1,2,2,5,0,0,0,2,3,187
1,2,2,5,0,0,0,4,1,188
1,0,1,2,7,4,0,0,0,189
1,2,1,5,4,2,0,0,0,190
1,0,1,2,0,0,0,5,6,191
1,2,1,5,0,0,0,3,3,192
2,1,2,3,0,0,0,5,2,193
1,2,1,2,3,4,2,0,0,194
1,0,1,1,4,5,3,0,0,195
0,1,0,4,4,3,3,0,0,196
1,0,1,2,5,4,2,0,0,197
2,1,2,4,3,2,1,0,0,198
1,2,1,4,2,3,2,0,0,199
1,0,1,8,3,2,0,0,0,200
1,0,1,9,2,1,1,0,0,201
1,2,1,2,0,0,9,0,0,202
1,2,1,2,9,0,0,0,0,203
1,2,1,2,0,9,0,0,0,204
2,0,3,1,3,4,2,0,0,205
0,2,0,5,4,2,2,0,0,206
0,2,0,2,5,4,2,0,0,207
0,2,0,5,6,2,0,0,0,208
0,4,0,5,4,2,0,0,0,209
0,1,3,5,4,2,0,0,0,210
0,1,0,0,6,4,4,0,0,211
2,1,2,5,2,2,1,0,0,212
2,1,2,5,3,2,0,0,0,213
1,2,1,2,0,0,0,8,1,214
1,0,1,1,0,0,0,11,1,215
0,1,0,4,0,0,0,9,1,216
1,0,1,2,0,0,0,8,3,217
1,0,1,8,0,0,0,2,3,218
1,0,1,9,0,0,0,3,1,219
1,2,1,2,0,0,0,9,0,220
1,2,1,2,0,0,0,0,9,221
2,0,3,1,0,0,0,8,1,222
2,0,3,3,0,0,0,3,4,223
0,2,0,2,0,0,0,10,1,224
0,0,0,5,0,0,0,8,2,225
2,1,2,5,0,0,0,2,3,226
2,1,2,5,0,0,0,4,1,227
1,1,1,2,7,3,0,0,0,228
1,1,1,5,4,3,0,0,0,229
1,1,1,2,3,5,2,0,0,230
1,1,1,1,4,4,3,0,0,231
0,0,0,4,4,4,3,0,0,232
1,1,1,2,5,3,2,0,0,233
2,2,2,4,3,1,1,0,0,234
1,1,1,4,2,4,2,0,0,235
1,1,1,8,3,1,0,0,0,236
1,1,1,9,2,0,1,0,0,237
1,1,1,2,0,1,9,0,0,238
1,1,1,2,9,1,0,0,0,239
1,1,1,2,0,10,0,0,0,240
1,0,1,6,4,3,0,0,0,241
2,1,3,1,3,3,2,0,0,242
0,1,0,5,4,3,2,0,0,243
0,1,0,2,5,5,2,0,0,244
0,1,0,5,6,3,0,0,0,245
0,3,0,5,4,3,0,0,0,246
0,0,3,5,4,3,0,0,0,247
0,0,0,0,5,6,4,0,0,248
0,0,0,0,6,5,4,0,0,249
2,2,2,5,3,1,0,0,0,250
1,1,0,3,7,3,0,0,0,251
1,1,2,4,4,3,0,0,0,252
0,1,1,3,7,3,0,0,0,253
2,1,1,4,4,3,0,0,0,254
1,0,1,3,7,3,0,0,0,255
1,2,1,4,4,3,0,0,0,256
1,1,1,5,4,2,1,0,0,257
1,1,1,2,3,4,3,0,0,258
1,1,1,1,4,5,2,0,0,259
0,0,0,4,4,3,4,0,0,260
1,1,1,2,5,4,1,0,0,261
1,1,1,4,2,3,3,0,0,262
1,1,1,9,2,1,0,0,0,263
1,1,1,2,0,0,10,0,0,264
1,1,1,2,9,0,1,0,0,265
1,1,1,2,0,9,1,0,0,266
1,0,1,6,4,2,1,0,0,267
2,1,3,1,3,4,1,0,0,268
0,1,0,5,4,2,3,0,0,269
0,1,0,2,5,4,3,0,0,270
0,1,0,5,6,2,1,0,0,271
0,3,0,5,4,2,1,0,0,272
0,0,3,5,4,2,1,0,0,273
0,0,0,0,5,7,3,0,0,274
0,0,0,0,6,4,5,0,0,275
2,2,2,5,2,2,0,0,0,276
1,1,2,4,4,2,1,0,0,277
2,1,1,4,4,2,1,0,0,278
1,2,1,4,4,2,1,0,0,279
1,1,1,2,6,4,0,0,0,280
1,1,1,5,5,2,0,0,0,281
1,1,1,2,4,4,2,0,0,282
1,1,1,1,3,5,3,0,0,283
0,0,0,4,5,3,3,0,0,284
1,1,1,4,3,3,2,0,0,285
1,1,1,8,2,2,0,0,0,286
1,1,1,9,1,1,1,0,0,287
1,1,1,2,1,0,9,0,0,288
1,1,1,2,10,0,0,0,0,289
1,1,1,2,1,9,0,0,0,290
1,0,1,6,5,2,0,0,0,291
2,1,3,1,2,4,2,0,0,292
0,1,0,5,5,2,2,0,0,293
0,1,0,2,6,4,2,0,0,294
0,1,0,5,7,2,0,0,0,295
0,3,0,5,5,2,0,0,0,296
0,0,3,5,5,2,0,0,0,297
0,0,0,0,4,7,4,0,0,298
0,0,0,0,7,4,4,0,0,299
2,2,2,5,1,2,1,0,0,300
1,1,0,3,6,4,0,0,0,301
1,1,2,4,5,2,0,0,0,302
0,1,1,3,6,4,0,0,0,303
2,1,1,4,5,2,0,0,0,304
1,0,1,3,6,4,0,0,0,305
1,2,1,4,5,2,0,0,0,306
1,1,1,2,0,0,0,4,6,307
1,1,1,5,0,0,0,4,3,308
2,2,2,3,0,0,0,4,2,309
1,1,1,2,0,0,0,9,1,310
1,1,1,1,0,0,0,10,1,311
0,0,0,4,0,0,0,10,1,312
1,1,1,2,0,0,0,7,3,313
1,1,1,8,0,0,0,1,3,314
1,1,1,9,0,0,0,2,1,315
1,1,1,2,0,0,0,10,0,316
1,1,1,2,0,0,0,1,9,317
2,1,3,1,0,0,0,7,1,318
2,1,3,3,0,0,0,2,4,319
0,1,0,2,0,0,0,11,1,320
0,1,0,5,0,0,0,7,2,321
2,2,2,5,0,0,0,1,3,322
2,2,2,5,0,0,0,3,1,323
1,1,0,3,0,0,0,4,6,324
1,1,2,4,0,0,0,4,3,325
2,2,1,4,0,0,0,4,2,326
0,1,1,3,0,0,0,4,6,327
2,1,1,4,0,0,0,4,3,328
1,2,2,4,0,0,0,4,2,329
1,0,1,3,0,0,0,4,6,330
1,2,1,4,0,0,0,4,3,331
2,1,2,4,0,0,0,4,2,332
1,1,1,2,0,0,0,5,5,333
2,2,2,3,0,0,0,5,1,334
1,1,1,2,0,0,0,8,2,335
1,1,1,1,0,0,0,11,0,336
0,0,0,4,0,0,0,9,2,337
1,1,1,8,0,0,0,2,2,338
1,1,1,9,0,0,0,3,0,339
1,1,1,2,0,0,0,0,10,340
2,1,3,1,0,0,0,8,0,341
2,1,3,3,0,0,0,3,3,342
0,1,0,2,0,0,0,10,2,343
0,1,0,5,0,0,0,8,1,344
0,0,0,0,0,0,0,14,1,345
2,2,2,5,0,0,0,2,2,346
1,1,0,3,0,0,0,5,5,347
1,1,2,4,0,0,0,3,4,348
2,2,1,4,0,0,0,5,1,349
0,1,1,3,0,0,0,5,5,350
2,1,1,4,0,0,0,3,4,351
1,2,2,4,0,0,0,5,1,352
1,0,1,3,0,0,0,5,5,353
1,2,1,4,0,0,0,3,4,354
2,1,2,4,0,0,0,5,1,355
15,0,0,0,0,0,0,0,0,356
0,15,0,0,0,0,0,0,0,357
13,1,1,0,0,0,0,0,0,358
11,3,1,0,0,0,0,0,0,359
9,5,1,0,0,0,0,0,0,360
7,7,1,0,0,0,0,0,0,361
5,9,1,0,0,0,0,0,0,362
3,11,1,0,0,0,0,0,0,363
1,13,1,0,0,0,0,0,0,364
11,1,3,0,0,0,0,0,0,365
9,3,3,0,0,0,0,0,0,366
7,5,3,0,0,0,0,0,0,367
5,7,3,0,0,0,0,0,0,368
3,9,3,0,0,0,0,0,0,369
1,11,3,0,0,0,0,0,0,370
9,1,5,0,0,0,0,0,0,371
7,3,5,0,0,0,0,0,0,372
3,7,5,0,0,0,0,0,0,373
1,9,5,0,0,0,0,0,0,374
7,1,7,0,0,0,0,0,0,375
5,3,7,0,0,0,0,0,0,376
3,5,7,0,0,0,0,0,0,377
1,7,7,0,0,0,0,0,0,378
5,1,9,0,0,0,0,0,0,379
3,3,9,0,0,0,0,0,0,380
1,5,9,0,0,0,0,0,0,381
3,1,11,0,0,0,0,0,0,382
1,3,11,0,0,0,0,0,0,383
1,1,13,0,0,0,0,0,0,384
0,0,15,0,0,0,0,0,0,385
13,1,0,1,0,0,0,0,0,386
11,3,0,1,0,0,0,0,0,387
9,5,0,1,0,0,0,0,0,388
7,7,0,1,0,0,0,0,0,389
5,9,0,1,0,0,0,0,0,390
3,11,0,1,0,0,0,0,0,391
1,13,0,1,0,0,0,0,0,392
13,0,1,1,0,0,0,0,0,393
0,13,1,1,0,0,0,0,0,394
11,0,3,1,0,0,0,0,0,395
0,11,3,1,0,0,0,0,0,396
9,0,5,1,0,0,0,0,0,397
0,9,5,1,0,0,0,0,0,398
7,0,7,1,0,0,0,0,0,399
0,7,7,1,0,0,0,0,0,400
5,0,9,1,0,0,0,0,0,401
0,5,9,1,0,0,0,0,0,402
3,0,11,1,0,0,0,0,0,403
0,3,11,1,0,0,0,0,0,404
1,0,13,1,0,0,0,0,0,405
0,1,13,1,0,0,0,0,0,406
11,1,0,3,0,0,0,0,0,407
9,3,0,3,0,0,0,0,0,408
7,5,0,3,0,0,0,0,0,409
5,7,0,3,0,0,0,0,0,410
3,9,0,3,0,0,0,0,0,411
1,11,0,3,0,0,0,0,0,412
11,0,1,3,0,0,0,0,0,413
0,11,1,3,0,0,0,0,0,414
9,0,3,3,0,0,0,0,0,415
0,9,3,3,0,0,0,0,0,416
7,0,5,3,0,0,0,0,0,417
0,7,5,3,0,0,0,0,0,418
5,0,7,3,0,0,0,0,0,419
0,5,7,3,0,0,0,0,0,420
3,0,9,3,0,0,0,0,0,421
0,3,9,3,0,0,0,0,0,422
1,0,11,3,0,0,0,0,0,423
0,1,11,3,0,0,0,0,0,424
9,1,0,5,0,0,0,0,0,425
7,3,0,5,0,0,0,0,0,426
5,5,0,5,0,0,0,0,0,427
3,7,0,5,0,0,0,0,0,428
1,9,0,5,0,0,0,0,0,429
9,0,1,5,0,0,0,0,0,430
0,9,1,5,0,0,0,0,0,431
7,0,3,5,0,0,0,0,0,432
0,7,3,5,0,0,0,0,0,433
5,0,5,5,0,0,0,0,0,434
0,5,5,5,0,0,0,0,0,435
3,0,7,5,0,0,0,0,0,436
0,3,7,5,0,0,0,0,0,437
1,0,9,5,0,0,0,0,0,438
0,1,9,5,0,0,0,0,0,439
7,1,0,7,0,0,0,0,0,440
5,3,0,7,0,0,0,0,0,441
3,5,0,7,0,0,0,0,0,442
1,7,0,7,0,0,0,0,0,443
7,0,1,7,0,0,0,0,0,444
0,7,1,7,0,0,0,0,0,445
5,0,3,7,0,0,0,0,0,446
0,5,3,7,0,0,0,0,0,447
3,0,5,7,0,0,0,0,0,448
0,3,5,7,0,0,0,0,0,449
1,0,7,7,0,0,0,0,0,450
0,1,7,7,0,0,0,0,0,451
5,1,0,9,0,0,0,0,0,452
3,3,0,9,0,0,0,0,0,453
1,5,0,9,0,0,0,0,0,454
5,0,1,9,0,0,0,0,0,455
0,5,1,9,0,0,0,0,0,456
3,0,3,9,0,0,0,0,0,457
0,3,3,9,0,0,0,0,0,458
1,0,5,9,0,0,0,0,0,459
0,1,5,9,0,0,0,0,0,460
3,1,0,11,0,0,0,0,0,461
1,3,0,11,0,0,0,0,0,462
3,0,1,11,0,0,0,0,0,463
0,3,1,11,0,0,0,0,0,464
1,0,3,11,0,0,0,0,0,465
0,1,3,11,0,0,0,0,0,466
1,1,0,13,0,0,0,0,0,467
1,0,1,13,0,0,0,0,0,468
0,1,1,13,0,0,0,0,0,469
13,1,0,0,1,0,0,0,0,470
11,3,0,0,1,0,0,0,0,471
9,5,0,0,1,0,0,0,0,472
7,7,0,0,1,0,0,0,0,473
5,9,0,0,1,0,0,0,0,474
3,11,0,0,1,0,0,0,0,475
1,13,0,0,1,0,0,0,0,476
13,0,1,0,1,0,0,0,0,477
0,13,1,0,1,0,0,0,0,478
11,0,3,0,1,0,0,0,0,479
0,11,3,0,1,0,0,0,0,480
9,0,5,0,1,0,0,0,0,481
0,9,5,0,1,0,0,0,0,482
7,0,7,0,1,0,0,0,0,483
0,7,7,0,1,0,0,0,0,484
5,0,9,0,1,0,0,0,0,485
0,5,9,0,1,0,0,0,0,486
3,0,11,0,1,0,0,0,0,487
0,3,11,0,1,0,0,0,0,488
1,0,13,0,1,0,0,0,0,489
0,1,13,0,1,0,0,0,0,490
13,0,0,1,1,0,0,0,0,491
0,13,0,1,1,0,0,0,0,492
11,1,1,1,1,0,0,0,0,493
9,3,1,1,1,0,0,0,0,494
7,5,1,1,1,0,0,0,0,495
5,7,1,1,1,0,0,0,0,496
3,9,1,1,1,0,0,0,0,497
1,11,1,1,1,0,0,0,0,498
9,1,3,1,1,0,0,0,0,499
7,3,3,1,1,0,0,0,0,500
5,5,3,1,1,0,0,0,0,501
3,7,3,1,1,0,0,0,0,502
1,9,3,1,1,0,0,0,0,503
7,1,5,1,1,0,0,0,0,504
5,3,5,1,1,0,0,0,0,505
3,5,5,1,1,0,0,0,0,506
1,7,5,1,1,0,0,0,0,507
5,1,7,1,1,0,0,0,0,508
3,3,7,1,1,0,0,0,0,509
1,5,7,1,1,0,0,0,0,510
3,1,9,1,1,0,0,0,0,511
1,3,9,1,1,0,0,0,0,512
1,1,11,1,1,0,0,0,0,513
0,0,13,1,1,0,0,0,0,514
11,0,0,3,1,0,0,0,0,515
0,11,0,3,1,0,0,0,0,516
9,1,1,3,1,0,0,0,0,517
7,3,1,3,1,0,0,0,0,518
5,5,1,3,1,0,0,0,0,519
3,7,1,3,1,0,0,0,0,520
1,9,1,3,1,0,0,0,0,521
7,1,3,3,1,0,0,0,0,522
5,3,3,3,1,0,0,0,0,523
3,5,3,3,1,0,0,0,0,524
1,7,3,3,1,0,0,0,0,525
5,1,5,3,1,0,0,0,0,526
3,3,5,3,1,0,0,0,0,527
1,5,5,3,1,0,0,0,0,528
3,1,7,3,1,0,0,0,0,529
1,3,7,3,1,0,0,0,0,530
1,1,9,3,1,0,0,0,0,531
0,0,11,3,1,0,0,0,0,532
9,0,0,5,1,0,0,0,0,533
0,9,0,5,1,0,0,0,0,534
7,1,1,5,1,0,0,0,0,535
5,3,1,5,1,0,0,0,0,536
3,5,1,5,1,0,0,0,0,537
1,7,1,5,1,0,0,0,0,538
5,1,3,5,1,0,0,0,0,539
3,3,3,5,1,0,0,0,0,540
1,5,3,5,1,0,0,0,0,541
3,1,5,5,1,0,0,0,0,542
1,3,5,5,1,0,0,0,0,543
1,1,7,5,1,0,0,0,0,544
0,0,9,5,1,0,0,0,0,545
7,0,0,7,1,0,0,0,0,546
0,7,0,7,1,0,0,0,0,547
5,1,1,7,1,0,0,0,0,548
3,3,1,7,1,0,0,0,0,549
1,5,1,7,1,0,0,0,0,550
3,1,3,7,1,0,0,0,0,551
1,3,3,7,1,0,0,0,0,552
1,1,5,7,1,0,0,0,0,553
0,0,7,7,1,0,0,0,0,554
5,0,0,9,1,0,0,0,0,555
0,5,0,9,1,0,0,0,0,556
3,1,1,9,1,0,0,0,0,557
1,3,1,9,1,0,0,0,0,558
1,1,3,9,1,0,0,0,0,559
0,0,5,9,1,0,0,0,0,560
3,0,0,11,1,0,0,0,0,561
0,3,0,11,1,0,0,0,0,562
1,1,1,11,1,0,0,0,0,563
0,0,3,11,1,0,0,0,0,564
1,0,0,13,1,0,0,0,0,565
0,1,0,13,1,0,0,0,0,566
0,0,1,13,1,0,0,0,0,567
11,1,0,0,3,0,0,0,0,568
9,3,0,0,3,0,0,0,0,569
7,5,0,0,3,0,0,0,0,570
5,7,0,0,3,0,0,0,0,571
3,9,0,0,3,0,0,0,0,572
1,11,0,0,3,0,0,0,0,573
11,0,1,0,3,0,0,0,0,574
0,11,1,0,3,0,0,0,0,575
9,0,3,0,3,0,0,0,0,576
0,9,3,0,3,0,0,0,0,577
7,0,5,0,3,0,0,0,0,578
0,7,5,0,3,0,0,0,0,579
5,0,7,0,3,0,0,0,0,580
0,5,7,0,3,0,0,0,0,581
3,0,9,0,3,0,0,0,0,582
0,3,9,0,3,0,0,0,0,583
1,0,11,0,3,0,0,0,0,584
0,1,11,0,3,0,0,0,0,585
11,0,0,1,3,0,0,0,0,586
0,11,0,1,3,0,0,0,0,587
9,1,1,1,3,0,0,0,0,588
7,3,1,1,3,0,0,0,0,589
5,5,1,1,3,0,0,0,0,590
3,7,1,1,3,0,0,0,0,591
1,9,1,1,3,0,0,0,0,592
7,1,3,1,3,0,0,0,0,593
5,3,3,1,3,0,0,0,0,594
3,5,3,1,3,0,0,0,0,595
1,7,3,1,3,0,0,0,0,596
5,1,5,1,3,0,0,0,0,597
3,3,5,1,3,0,0,0,0,598
1,5,5,1,3,0,0,0,0,599
3,1,7,1,3,0,0,0,0,600
1,3,7,1,3,0,0,0,0,601
1,1,9,1,3,0,0,0,0,602
0,0,11,1,3,0,0,0,0,603
9,0,0,3,3,0,0,0,0,604
0,9,0,3,3,0,0,0,0,605
7,1,1,3,3,0,0,0,0,606
5,3,1,3,3,0,0,0,0,607
3,5,1,3,3,0,0,0,0,608
1,7,1,3,3,0,0,0,0,609
5,1,3,3,3,0,0,0,0,610
3,3,3,3,3,0,0,0,0,611
1,5,3,3,3,0,0,0,0,612
3,1,5,3,3,0,0,0,0,613
1,3,5,3,3,0,0,0,0,614
1,1,7,3,3,0,0,0,0,615
0,0,9,3,3,0,0,0,0,616
7,0,0,5,3,0,0,0,0,617
0,7,0,5,3,0,0,0,0,618
5,1,1,5,3,0,0,0,0,619
3,3,1,5,3,0,0,0,0,620
1,5,1,5,3,0,0,0,0,621
3,1,3,5,3,0,0,0,0,622
1,3,3,5,3,0,0,0,0,623
1,1,5,5,3,0,0,0,0,624
0,0,7,5,3,0,0,0,0,625
5,0,0,7,3,0,0,0,0,626
0,5,0,7,3,0,0,0,0,627
3,1,1,7,3,0,0,0,0,628
1,3,1,7,3,0,0,0,0,629
1,1,3,7,3,0,0,0,0,630
0,0,5,7,3,0,0,0,0,631
3,0,0,9,3,0,0,0,0,632
0,3,0,9,3,0,0,0,0,633
1,1,1,9,3,0,0,0,0,634
0,0,3,9,3,0,0,0,0,635
1,0,0,11,3,0,0,0,0,636
0,1,0,11,3,0,0,0,0,637
0,0,1,11,3,0,0,0,0,638
9,1,0,0,5,0,0,0,0,639
7,3,0,0,5,0,0,0,0,640
5,5,0,0,5,0,0,0,0,641
3,7,0,0,5,0,0,0,0,642
1,9,0,0,5,0,0,0,0,643
9,0,1,0,5,0,0,0,0,644
0,9,1,0,5,0,0,0,0,645
7,0,3,0,5,0,0,0,0,646
0,7,3,0,5,0,0,0,0,647
5,0,5,0,5,0,0,0,0,648
0,5,5,0,5,0,0,0,0,649
3,0,7,0,5,0,0,0,0,650
0,3,7,0,5,0,0,0,0,651
1,0,9,0,5,0,0,0,0,652
0,1,9,0,5,0,0,0,0,653
9,0,0,1,5,0,0,0,0,654
0,9,0,1,5,0,0,0,0,655
7,1,1,1,5,0,0,0,0,656
5,3,1,1,5,0,0,0,0,657
3,5,1,1,5,0,0,0,0,658
1,7,1,1,5,0,0,0,0,659
5,1,3,1,5,0,0,0,0,660
3,3,3,1,5,0,0,0,0,661
1,5,3,1,5,0,0,0,0,662
3,1,5,1,5,0,0,0,0,663
1,3,5,1,5,0,0,0,0,664
1,1,7,1,5,0,0,0,0,665
0,0,9,1,5,0,0,0,0,666
7,0,0,3,5,0,0,0,0,667
0,7,0,3,5,0,0,0,0,668
5,1,1,3,5,0,0,0,0,669
3,3,1,3,5,0,0,0,0,670
1,5,1,3,5,0,0,0,0,671
3,1,3,3,5,0,0,0,0,672
1,3,3,3,5,0,0,0,0,673
1,1,5,3,5,0,0,0,0,674
0,0,7,3,5,0,0,0,0,675
5,0,0,5,5,0,0,0,0,676
0,5,0,5,5,0,0,0,0,677
3,1,1,5,5,0,0,0,0,678
1,3,1,5,5,0,0,0,0,679
1,1,3,5,5,0,0,0,0,680
0,0,5,5,5,0,0,0,0,681
3,0,0,7,5,0,0,0,0,682
0,3,0,7,5,0,0,0,0,683
1,1,1,7,5,0,0,0,0,684
0,0,3,7,5,0,0,0,0,685
1,0,0,9,5,0,0,0,0,686
0,1,0,9,5,0,0,0,0,687
0,0,1,9,5,0,0,0,0,688
7,1,0,0,7,0,0,0,0,689
5,3,0,0,7,0,0,0,0,690
3,5,0,0,7,0,0,0,0,691
1,7,0,0,7,0,0,0,0,692
7,0,1,0,7,0,0,0,0,693
0,7,1,0,7,0,0,0,0,694
5,0,3,0,7,0,0,0,0,695
