Grassland_medium,Grassland_high,Grassland_low,Crop,Forest_Deciduous,Forest_Mixed,Forest_Coniferous,Forest_even_aged,Forest_uneven_aged,scenario_no
0,5,0,0,0,1,9,0,0,4061
3,1,1,0,0,1,9,0,0,4062
1,3,1,0,0,1,9,0,0,4063
1,1,3,0,0,1,9,0,0,4064
0,0,5,0,0,1,9,0,0,4065
3,1,0,1,0,1,9,0,0,4066
1,3,0,1,0,1,9,0,0,4067
3,0,1,1,0,1,9,0,0,4068
0,3,1,1,0,1,9,0,0,4069
1,0,3,1,0,1,9,0,0,4070
0,1,3,1,0,1,9,0,0,4071
1,1,0,3,0,1,9,0,0,4072
1,0,1,3,0,1,9,0,0,4073
0,1,1,3,0,1,9,0,0,4074
0,0,0,5,0,1,9,0,0,4075
3,1,0,0,1,1,9,0,0,4076
1,3,0,0,1,1,9,0,0,4077
3,0,1,0,1,1,9,0,0,4078
0,3,1,0,1,1,9,0,0,4079
1,0,3,0,1,1,9,0,0,4080
0,1,3,0,1,1,9,0,0,4081
3,0,0,1,1,1,9,0,0,4082
0,3,0,1,1,1,9,0,0,4083
1,1,1,1,1,1,9,0,0,4084
0,0,3,1,1,1,9,0,0,4085
1,0,0,3,1,1,9,0,0,4086
0,1,0,3,1,1,9,0,0,4087
0,0,1,3,1,1,9,0,0,4088
1,1,0,0,3,1,9,0,0,4089
1,0,1,0,3,1,9,0,0,4090
0,1,1,0,3,1,9,0,0,4091
1,0,0,1,3,1,9,0,0,4092
0,1,0,1,3,1,9,0,0,4093
0,0,1,1,3,1,9,0,0,4094
0,0,0,0,5,1,9,0,0,4095
3,0,0,0,0,3,9,0,0,4096
0,3,0,0,0,3,9,0,0,4097
1,1,1,0,0,3,9,0,0,4098
0,0,3,0,0,3,9,0,0,4099
1,1,0,1,0,3,9,0,0,4100
1,0,1,1,0,3,9,0,0,4101
0,1,1,1,0,3,9,0,0,4102
0,0,0,3,0,3,9,0,0,4103
1,1,0,0,1,3,9,0,0,4104
1,0,1,0,1,3,9,0,0,4105
0,1,1,0,1,3,9,0,0,4106
1,0,0,1,1,3,9,0,0,4107
0,1,0,1,1,3,9,0,0,4108
0,0,1,1,1,3,9,0,0,4109
0,0,0,0,3,3,9,0,0,4110
1,0,0,0,0,5,9,0,0,4111
0,1,0,0,0,5,9,0,0,4112
0,0,1,0,0,5,9,0,0,4113
0,0,0,1,0,5,9,0,0,4114
0,0,0,0,1,5,9,0,0,4115
3,1,0,0,0,0,11,0,0,4116
1,3,0,0,0,0,11,0,0,4117
3,0,1,0,0,0,11,0,0,4118
0,3,1,0,0,0,11,0,0,4119
1,0,3,0,0,0,11,0,0,4120
0,1,3,0,0,0,11,0,0,4121
3,0,0,1,0,0,11,0,0,4122
0,3,0,1,0,0,11,0,0,4123
1,1,1,1,0,0,11,0,0,4124
0,0,3,1,0,0,11,0,0,4125
1,0,0,3,0,0,11,0,0,4126
0,1,0,3,0,0,11,0,0,4127
0,0,1,3,0,0,11,0,0,4128
3,0,0,0,1,0,11,0,0,4129
0,3,0,0,1,0,11,0,0,4130
1,1,1,0,1,0,11,0,0,4131
0,0,3,0,1,0,11,0,0,4132
1,1,0,1,1,0,11,0,0,4133
1,0,1,1,1,0,11,0,0,4134
0,1,1,1,1,0,11,0,0,4135
0,0,0,3,1,0,11,0,0,4136
1,0,0,0,3,0,11,0,0,4137
0,1,0,0,3,0,11,0,0,4138
0,0,1,0,3,0,11,0,0,4139
0,0,0,1,3,0,11,0,0,4140
3,0,0,0,0,1,11,0,0,4141
0,3,0,0,0,1,11,0,0,4142
1,1,1,0,0,1,11,0,0,4143
0,0,3,0,0,1,11,0,0,4144
1,1,0,1,0,1,11,0,0,4145
1,0,1,1,0,1,11,0,0,4146
0,1,1,1,0,1,11,0,0,4147
0,0,0,3,0,1,11,0,0,4148
1,1,0,0,1,1,11,0,0,4149
1,0,1,0,1,1,11,0,0,4150
0,1,1,0,1,1,11,0,0,4151
1,0,0,1,1,1,11,0,0,4152
0,1,0,1,1,1,11,0,0,4153
0,0,1,1,1,1,11,0,0,4154
0,0,0,0,3,1,11,0,0,4155
1,0,0,0,0,3,11,0,0,4156
0,1,0,0,0,3,11,0,0,4157
0,0,1,0,0,3,11,0,0,4158
0,0,0,1,0,3,11,0,0,4159
0,0,0,0,1,3,11,0,0,4160
1,1,0,0,0,0,13,0,0,4161
1,0,1,0,0,0,13,0,0,4162
0,1,1,0,0,0,13,0,0,4163
1,0,0,1,0,0,13,0,0,4164
0,1,0,1,0,0,13,0,0,4165
0,0,1,1,0,0,13,0,0,4166
1,0,0,0,1,0,13,0,0,4167
0,1,0,0,1,0,13,0,0,4168
0,0,1,0,1,0,13,0,0,4169
0,0,0,1,1,0,13,0,0,4170
1,0,0,0,0,1,13,0,0,4171
0,1,0,0,0,1,13,0,0,4172
0,0,1,0,0,1,13,0,0,4173
0,0,0,1,0,1,13,0,0,4174
0,0,0,0,1,1,13,0,0,4175
0,0,0,0,0,0,15,0,0,4176
13,1,0,0,0,0,0,1,0,4177
11,3,0,0,0,0,0,1,0,4178
9,5,0,0,0,0,0,1,0,4179
7,7,0,0,0,0,0,1,0,4180
5,9,0,0,0,0,0,1,0,4181
3,11,0,0,0,0,0,1,0,4182
1,13,0,0,0,0,0,1,0,4183
13,0,1,0,0,0,0,1,0,4184
0,13,1,0,0,0,0,1,0,4185
11,0,3,0,0,0,0,1,0,4186
0,11,3,0,0,0,0,1,0,4187
9,0,5,0,0,0,0,1,0,4188
0,9,5,0,0,0,0,1,0,4189
7,0,7,0,0,0,0,1,0,4190
0,7,7,0,0,0,0,1,0,4191
5,0,9,0,0,0,0,1,0,4192
0,5,9,0,0,0,0,1,0,4193
3,0,11,0,0,0,0,1,0,4194
0,3,11,0,0,0,0,1,0,4195
1,0,13,0,0,0,0,1,0,4196
0,1,13,0,0,0,0,1,0,4197
13,0,0,1,0,0,0,1,0,4198
0,13,0,1,0,0,0,1,0,4199
11,1,1,1,0,0,0,1,0,4200
9,3,1,1,0,0,0,1,0,4201
7,5,1,1,0,0,0,1,0,4202
5,7,1,1,0,0,0,1,0,4203
3,9,1,1,0,0,0,1,0,4204
1,11,1,1,0,0,0,1,0,4205
9,1,3,1,0,0,0,1,0,4206
7,3,3,1,0,0,0,1,0,4207
5,5,3,1,0,0,0,1,0,4208
3,7,3,1,0,0,0,1,0,4209
1,9,3,1,0,0,0,1,0,4210
7,1,5,1,0,0,0,1,0,4211
5,3,5,1,0,0,0,1,0,4212
3,5,5,1,0,0,0,1,0,4213
1,7,5,1,0,0,0,1,0,4214
5,1,7,1,0,0,0,1,0,4215
3,3,7,1,0,0,0,1,0,4216
1,5,7,1,0,0,0,1,0,4217
3,1,9,1,0,0,0,1,0,4218
1,3,9,1,0,0,0,1,0,4219
1,1,11,1,0,0,0,1,0,4220
0,0,13,1,0,0,0,1,0,4221
11,0,0,3,0,0,0,1,0,4222
0,11,0,3,0,0,0,1,0,4223
9,1,1,3,0,0,0,1,0,4224
7,3,1,3,0,0,0,1,0,4225
5,5,1,3,0,0,0,1,0,4226
3,7,1,3,0,0,0,1,0,4227
1,9,1,3,0,0,0,1,0,4228
7,1,3,3,0,0,0,1,0,4229
5,3,3,3,0,0,0,1,0,4230
3,5,3,3,0,0,0,1,0,4231
1,7,3,3,0,0,0,1,0,4232
5,1,5,3,0,0,0,1,0,4233
3,3,5,3,0,0,0,1,0,4234
1,5,5,3,0,0,0,1,0,4235
3,1,7,3,0,0,0,1,0,4236
1,3,7,3,0,0,0,1,0,4237
1,1,9,3,0,0,0,1,0,4238
0,0,11,3,0,0,0,1,0,4239
9,0,0,5,0,0,0,1,0,4240
0,9,0,5,0,0,0,1,0,4241
7,1,1,5,0,0,0,1,0,4242
5,3,1,5,0,0,0,1,0,4243
3,5,1,5,0,0,0,1,0,4244
1,7,1,5,0,0,0,1,0,4245
5,1,3,5,0,0,0,1,0,4246
3,3,3,5,0,0,0,1,0,4247
1,5,3,5,0,0,0,1,0,4248
3,1,5,5,0,0,0,1,0,4249
1,3,5,5,0,0,0,1,0,4250
1,1,7,5,0,0,0,1,0,4251
0,0,9,5,0,0,0,1,0,4252
7,0,0,7,0,0,0,1,0,4253
0,7,0,7,0,0,0,1,0,4254
5,1,1,7,0,0,0,1,0,4255
3,3,1,7,0,0,0,1,0,4256
1,5,1,7,0,0,0,1,0,4257
3,1,3,7,0,0,0,1,0,4258
1,3,3,7,0,0,0,1,0,4259
1,1,5,7,0,0,0,1,0,4260
0,0,7,7,0,0,0,1,0,4261
5,0,0,9,0,0,0,1,0,4262
0,5,0,9,0,0,0,1,0,4263
3,1,1,9,0,0,0,1,0,4264
1,3,1,9,0,0,0,1,0,4265
1,1,3,9,0,0,0,1,0,4266
0,0,5,9,0,0,0,1,0,4267
3,0,0,11,0,0,0,1,0,4268
0,3,0,11,0,0,0,1,0,4269
1,1,1,11,0,0,0,1,0,4270
0,0,3,11,0,0,0,1,0,4271
1,0,0,13,0,0,0,1,0,4272
0,1,0,13,0,0,0,1,0,4273
0,0,1,13,0,0,0,1,0,4274
11,1,0,0,0,0,0,3,0,4275
9,3,0,0,0,0,0,3,0,4276
7,5,0,0,0,0,0,3,0,4277
5,7,0,0,0,0,0,3,0,4278
3,9,0,0,0,0,0,3,0,4279
1,11,0,0,0,0,0,3,0,4280
11,0,1,0,0,0,0,3,0,4281
0,11,1,0,0,0,0,3,0,4282
9,0,3,0,0,0,0,3,0,4283
0,9,3,0,0,0,0,3,0,4284
7,0,5,0,0,0,0,3,0,4285
0,7,5,0,0,0,0,3,0,4286
5,0,7,0,0,0,0,3,0,4287
0,5,7,0,0,0,0,3,0,4288
3,0,9,0,0,0,0,3,0,4289
0,3,9,0,0,0,0,3,0,4290
1,0,11,0,0,0,0,3,0,4291
0,1,11,0,0,0,0,3,0,4292
11,0,0,1,0,0,0,3,0,4293
0,11,0,1,0,0,0,3,0,4294
9,1,1,1,0,0,0,3,0,4295
7,3,1,1,0,0,0,3,0,4296
5,5,1,1,0,0,0,3,0,4297
3,7,1,1,0,0,0,3,0,4298
1,9,1,1,0,0,0,3,0,4299
7,1,3,1,0,0,0,3,0,4300
5,3,3,1,0,0,0,3,0,4301
3,5,3,1,0,0,0,3,0,4302
1,7,3,1,0,0,0,3,0,4303
5,1,5,1,0,0,0,3,0,4304
3,3,5,1,0,0,0,3,0,4305
1,5,5,1,0,0,0,3,0,4306
3,1,7,1,0,0,0,3,0,4307
1,3,7,1,0,0,0,3,0,4308
1,1,9,1,0,0,0,3,0,4309
0,0,11,1,0,0,0,3,0,4310
9,0,0,3,0,0,0,3,0,4311
0,9,0,3,0,0,0,3,0,4312
7,1,1,3,0,0,0,3,0,4313
5,3,1,3,0,0,0,3,0,4314
3,5,1,3,0,0,0,3,0,4315
1,7,1,3,0,0,0,3,0,4316
5,1,3,3,0,0,0,3,0,4317
3,3,3,3,0,0,0,3,0,4318
1,5,3,3,0,0,0,3,0,4319
3,1,5,3,0,0,0,3,0,4320
1,3,5,3,0,0,0,3,0,4321
1,1,7,3,0,0,0,3,0,4322
0,0,9,3,0,0,0,3,0,4323
7,0,0,5,0,0,0,3,0,4324
0,7,0,5,0,0,0,3,0,4325
5,1,1,5,0,0,0,3,0,4326
3,3,1,5,0,0,0,3,0,4327
1,5,1,5,0,0,0,3,0,4328
3,1,3,5,0,0,0,3,0,4329
1,3,3,5,0,0,0,3,0,4330
1,1,5,5,0,0,0,3,0,4331
0,0,7,5,0,0,0,3,0,4332
5,0,0,7,0,0,0,3,0,4333
0,5,0,7,0,0,0,3,0,4334
3,1,1,7,0,0,0,3,0,4335
1,3,1,7,0,0,0,3,0,4336
1,1,3,7,0,0,0,3,0,4337
0,0,5,7,0,0,0,3,0,4338
3,0,0,9,0,0,0,3,0,4339
0,3,0,9,0,0,0,3,0,4340
0,0,3,9,0,0,0,3,0,4341
1,0,0,11,0,0,0,3,0,4342
0,1,0,11,0,0,0,3,0,4343
0,0,1,11,0,0,0,3,0,4344
9,1,0,0,0,0,0,5,0,4345
7,3,0,0,0,0,0,5,0,4346
5,5,0,0,0,0,0,5,0,4347
3,7,0,0,0,0,0,5,0,4348
1,9,0,0,0,0,0,5,0,4349
9,0,1,0,0,0,0,5,0,4350
0,9,1,0,0,0,0,5,0,4351
7,0,3,0,0,0,0,5,0,4352
0,7,3,0,0,0,0,5,0,4353
5,0,5,0,0,0,0,5,0,4354
0,5,5,0,0,0,0,5,0,4355
3,0,7,0,0,0,0,5,0,4356
0,3,7,0,0,0,0,5,0,4357
1,0,9,0,0,0,0,5,0,4358
0,1,9,0,0,0,0,5,0,4359
9,0,0,1,0,0,0,5,0,4360
0,9,0,1,0,0,0,5,0,4361
7,1,1,1,0,0,0,5,0,4362
5,3,1,1,0,0,0,5,0,4363
3,5,1,1,0,0,0,5,0,4364
1,7,1,1,0,0,0,5,0,4365
5,1,3,1,0,0,0,5,0,4366
3,3,3,1,0,0,0,5,0,4367
1,5,3,1,0,0,0,5,0,4368
3,1,5,1,0,0,0,5,0,4369
1,3,5,1,0,0,0,5,0,4370
1,1,7,1,0,0,0,5,0,4371
0,0,9,1,0,0,0,5,0,4372
7,0,0,3,0,0,0,5,0,4373
0,7,0,3,0,0,0,5,0,4374
5,1,1,3,0,0,0,5,0,4375
3,3,1,3,0,0,0,5,0,4376
1,5,1,3,0,0,0,5,0,4377
3,1,3,3,0,0,0,5,0,4378
1,3,3,3,0,0,0,5,0,4379
1,1,5,3,0,0,0,5,0,4380
0,0,7,3,0,0,0,5,0,4381
5,0,0,5,0,0,0,5,0,4382
0,5,0,5,0,0,0,5,0,4383
3,1,1,5,0,0,0,5,0,4384
1,3,1,5,0,0,0,5,0,4385
1,1,3,5,0,0,0,5,0,4386
0,0,5,5,0,0,0,5,0,4387
3,0,0,7,0,0,0,5,0,4388
0,3,0,7,0,0,0,5,0,4389
1,1,1,7,0,0,0,5,0,4390
0,0,3,7,0,0,0,5,0,4391
1,0,0,9,0,0,0,5,0,4392
0,1,0,9,0,0,0,5,0,4393
0,0,1,9,0,0,0,5,0,4394
7,1,0,0,0,0,0,7,0,4395
5,3,0,0,0,0,0,7,0,4396
3,5,0,0,0,0,0,7,0,4397
1,7,0,0,0,0,0,7,0,4398
7,0,1,0,0,0,0,7,0,4399
0,7,1,0,0,0,0,7,0,4400
5,0,3,0,0,0,0,7,0,4401
0,5,3,0,0,0,0,7,0,4402
3,0,5,0,0,0,0,7,0,4403
0,3,5,0,0,0,0,7,0,4404
1,0,7,0,0,0,0,7,0,4405
0,1,7,0,0,0,0,7,0,4406
7,0,0,1,0,0,0,7,0,4407
0,7,0,1,0,0,0,7,0,4408
5,1,1,1,0,0,0,7,0,4409
3,3,1,1,0,0,0,7,0,4410
1,5,1,1,0,0,0,7,0,4411
3,1,3,1,0,0,0,7,0,4412
1,3,3,1,0,0,0,7,0,4413
1,1,5,1,0,0,0,7,0,4414
0,0,7,1,0,0,0,7,0,4415
5,0,0,3,0,0,0,7,0,4416
0,5,0,3,0,0,0,7,0,4417
3,1,1,3,0,0,0,7,0,4418
1,3,1,3,0,0,0,7,0,4419
1,1,3,3,0,0,0,7,0,4420
0,0,5,3,0,0,0,7,0,4421
3,0,0,5,0,0,0,7,0,4422
0,0,3,5,0,0,0,7,0,4423
1,0,0,7,0,0,0,7,0,4424
0,1,0,7,0,0,0,7,0,4425
0,0,1,7,0,0,0,7,0,4426
5,1,0,0,0,0,0,9,0,4427
3,3,0,0,0,0,0,9,0,4428
1,5,0,0,0,0,0,9,0,4429
5,0,1,0,0,0,0,9,0,4430
0,5,1,0,0,0,0,9,0,4431
3,0,3,0,0,0,0,9,0,4432
0,3,3,0,0,0,0,9,0,4433
1,0,5,0,0,0,0,9,0,4434
0,1,5,0,0,0,0,9,0,4435
5,0,0,1,0,0,0,9,0,4436
0,5,0,1,0,0,0,9,0,4437
3,1,1,1,0,0,0,9,0,4438
1,3,1,1,0,0,0,9,0,4439
1,1,3,1,0,0,0,9,0,4440
0,0,5,1,0,0,0,9,0,4441
3,0,0,3,0,0,0,9,0,4442
0,3,0,3,0,0,0,9,0,4443
0,0,3,3,0,0,0,9,0,4444
1,0,0,5,0,0,0,9,0,4445
0,1,0,5,0,0,0,9,0,4446
0,0,1,5,0,0,0,9,0,4447
3,1,0,0,0,0,0,11,0,4448
1,3,0,0,0,0,0,11,0,4449
3,0,1,0,0,0,0,11,0,4450
0,3,1,0,0,0,0,11,0,4451
1,0,3,0,0,0,0,11,0,4452
0,1,3,0,0,0,0,11,0,4453
3,0,0,1,0,0,0,11,0,4454
0,3,0,1,0,0,0,11,0,4455
0,0,3,1,0,0,0,11,0,4456
1,0,0,3,0,0,0,11,0,4457
0,1,0,3,0,0,0,11,0,4458
0,0,1,3,0,0,0,11,0,4459
1,1,0,0,0,0,0,13,0,4460
1,0,1,0,0,0,0,13,0,4461
0,1,1,0,0,0,0,13,0,4462
1,0,0,1,0,0,0,13,0,4463
0,1,0,1,0,0,0,13,0,4464
0,0,1,1,0,0,0,13,0,4465
0,0,0,0,0,0,0,15,0,4466
13,1,0,0,0,0,0,0,1,4467
11,3,0,0,0,0,0,0,1,4468
9,5,0,0,0,0,0,0,1,4469
7,7,0,0,0,0,0,0,1,4470
5,9,0,0,0,0,0,0,1,4471
3,11,0,0,0,0,0,0,1,4472
1,13,0,0,0,0,0,0,1,4473
13,0,1,0,0,0,0,0,1,4474
0,13,1,0,0,0,0,0,1,4475
11,0,3,0,0,0,0,0,1,4476
0,11,3,0,0,0,0,0,1,4477
9,0,5,0,0,0,0,0,1,4478
0,9,5,0,0,0,0,0,1,4479
7,0,7,0,0,0,0,0,1,4480
0,7,7,0,0,0,0,0,1,4481
5,0,9,0,0,0,0,0,1,4482
0,5,9,0,0,0,0,0,1,4483
3,0,11,0,0,0,0,0,1,4484
0,3,11,0,0,0,0,0,1,4485
1,0,13,0,0,0,0,0,1,4486
0,1,13,0,0,0,0,0,1,4487
13,0,0,1,0,0,0,0,1,4488
0,13,0,1,0,0,0,0,1,4489
11,1,1,1,0,0,0,0,1,4490
9,3,1,1,0,0,0,0,1,4491
7,5,1,1,0,0,0,0,1,4492
5,7,1,1,0,0,0,0,1,4493
3,9,1,1,0,0,0,0,1,4494
1,11,1,1,0,0,0,0,1,4495
9,1,3,1,0,0,0,0,1,4496
7,3,3,1,0,0,0,0,1,4497
5,5,3,1,0,0,0,0,1,4498
3,7,3,1,0,0,0,0,1,4499
1,9,3,1,0,0,0,0,1,4500
7,1,5,1,0,0,0,0,1,4501
5,3,5,1,0,0,0,0,1,4502
3,5,5,1,0,0,0,0,1,4503
1,7,5,1,0,0,0,0,1,4504
5,1,7,1,0,0,0,0,1,4505
3,3,7,1,0,0,0,0,1,4506
1,5,7,1,0,0,0,0,1,4507
3,1,9,1,0,0,0,0,1,4508
1,3,9,1,0,0,0,0,1,4509
1,1,11,1,0,0,0,0,1,4510
0,0,13,1,0,0,0,0,1,4511
11,0,0,3,0,0,0,0,1,4512
0,11,0,3,0,0,0,0,1,4513
9,1,1,3,0,0,0,0,1,4514
7,3,1,3,0,0,0,0,1,4515
5,5,1,3,0,0,0,0,1,4516
3,7,1,3,0,0,0,0,1,4517
1,9,1,3,0,0,0,0,1,4518
7,1,3,3,0,0,0,0,1,4519
5,3,3,3,0,0,0,0,1,4520
3,5,3,3,0,0,0,0,1,4521
1,7,3,3,0,0,0,0,1,4522
5,1,5,3,0,0,0,0,1,4523
3,3,5,3,0,0,0,0,1,4524
1,5,5,3,0,0,0,0,1,4525
3,1,7,3,0,0,0,0,1,4526
1,3,7,3,0,0,0,0,1,4527
1,1,9,3,0,0,0,0,1,4528
0,0,11,3,0,0,0,0,1,4529
9,0,0,5,0,0,0,0,1,4530
0,9,0,5,0,0,0,0,1,4531
7,1,1,5,0,0,0,0,1,4532
5,3,1,5,0,0,0,0,1,4533
3,5,1,5,0,0,0,0,1,4534
1,7,1,5,0,0,0,0,1,4535
5,1,3,5,0,0,0,0,1,4536
3,3,3,5,0,0,0,0,1,4537
1,5,3,5,0,0,0,0,1,4538
3,1,5,5,0,0,0,0,1,4539
1,3,5,5,0,0,0,0,1,4540
1,1,7,5,0,0,0,0,1,4541
0,0,9,5,0,0,0,0,1,4542
7,0,0,7,0,0,0,0,1,4543
0,7,0,7,0,0,0,0,1,4544
5,1,1,7,0,0,0,0,1,4545
3,3,1,7,0,0,0,0,1,4546
1,5,1,7,0,0,0,0,1,4547
3,1,3,7,0,0,0,0,1,4548
1,3,3,7,0,0,0,0,1,4549
1,1,5,7,0,0,0,0,1,4550
0,0,7,7,0,0,0,0,1,4551
5,0,0,9,0,0,0,0,1,4552
0,5,0,9,0,0,0,0,1,4553
3,1,1,9,0,0,0,0,1,4554
1,3,1,9,0,0,0,0,1,4555
1,1,3,9,0,0,0,0,1,4556
0,0,5,9,0,0,0,0,1,4557
3,0,0,11,0,0,0,0,1,4558
0,3,0,11,0,0,0,0,1,4559
1,1,1,11,0,0,0,0,1,4560
0,0,3,11,0,0,0,0,1,4561
1,0,0,13,0,0,0,0,1,4562
0,1,0,13,0,0,0,0,1,4563
0,0,1,13,0,0,0,0,1,4564
13,0,0,0,0,0,0,1,1,4565
0,13,0,0,0,0,0,1,1,4566
11,1,1,0,0,0,0,1,1,4567
9,3,1,0,0,0,0,1,1,4568
7,5,1,0,0,0,0,1,1,4569
5,7,1,0,0,0,0,1,1,4570
3,9,1,0,0,0,0,1,1,4571
1,11,1,0,0,0,0,1,1,4572
9,1,3,0,0,0,0,1,1,4573
7,3,3,0,0,0,0,1,1,4574
5,5,3,0,0,0,0,1,1,4575
3,7,3,0,0,0,0,1,1,4576
1,9,3,0,0,0,0,1,1,4577
7,1,5,0,0,0,0,1,1,4578
5,3,5,0,0,0,0,1,1,4579
3,5,5,0,0,0,0,1,1,4580
1,7,5,0,0,0,0,1,1,4581
5,1,7,0,0,0,0,1,1,4582
3,3,7,0,0,0,0,1,1,4583
1,5,7,0,0,0,0,1,1,4584
3,1,9,0,0,0,0,1,1,4585
1,3,9,0,0,0,0,1,1,4586
1,1,11,0,0,0,0,1,1,4587
0,0,13,0,0,0,0,1,1,4588
11,1,0,1,0,0,0,1,1,4589
9,3,0,1,0,0,0,1,1,4590
7,5,0,1,0,0,0,1,1,4591
5,7,0,1,0,0,0,1,1,4592
3,9,0,1,0,0,0,1,1,4593
1,11,0,1,0,0,0,1,1,4594
11,0,1,1,0,0,0,1,1,4595
0,11,1,1,0,0,0,1,1,4596
9,0,3,1,0,0,0,1,1,4597
0,9,3,1,0,0,0,1,1,4598
7,0,5,1,0,0,0,1,1,4599
0,7,5,1,0,0,0,1,1,4600
5,0,7,1,0,0,0,1,1,4601
0,5,7,1,0,0,0,1,1,4602
3,0,9,1,0,0,0,1,1,4603
0,3,9,1,0,0,0,1,1,4604
1,0,11,1,0,0,0,1,1,4605
0,1,11,1,0,0,0,1,1,4606
9,1,0,3,0,0,0,1,1,4607
7,3,0,3,0,0,0,1,1,4608
5,5,0,3,0,0,0,1,1,4609
3,7,0,3,0,0,0,1,1,4610
1,9,0,3,0,0,0,1,1,4611
9,0,1,3,0,0,0,1,1,4612
0,9,1,3,0,0,0,1,1,4613
7,0,3,3,0,0,0,1,1,4614
0,7,3,3,0,0,0,1,1,4615
5,0,5,3,0,0,0,1,1,4616
0,5,5,3,0,0,0,1,1,4617
3,0,7,3,0,0,0,1,1,4618
0,3,7,3,0,0,0,1,1,4619
1,0,9,3,0,0,0,1,1,4620
0,1,9,3,0,0,0,1,1,4621
7,1,0,5,0,0,0,1,1,4622
5,3,0,5,0,0,0,1,1,4623
3,5,0,5,0,0,0,1,1,4624
1,7,0,5,0,0,0,1,1,4625
7,0,1,5,0,0,0,1,1,4626
0,7,1,5,0,0,0,1,1,4627
5,0,3,5,0,0,0,1,1,4628
0,5,3,5,0,0,0,1,1,4629
3,0,5,5,0,0,0,1,1,4630
0,3,5,5,0,0,0,1,1,4631
1,0,7,5,0,0,0,1,1,4632
0,1,7,5,0,0,0,1,1,4633
5,1,0,7,0,0,0,1,1,4634
3,3,0,7,0,0,0,1,1,4635
1,5,0,7,0,0,0,1,1,4636
5,0,1,7,0,0,0,1,1,4637
0,5,1,7,0,0,0,1,1,4638
3,0,3,7,0,0,0,1,1,4639
0,3,3,7,0,0,0,1,1,4640
1,0,5,7,0,0,0,1,1,4641
0,1,5,7,0,0,0,1,1,4642
3,1,0,9,0,0,0,1,1,4643
1,3,0,9,0,0,0,1,1,4644
3,0,1,9,0,0,0,1,1,4645
0,3,1,9,0,0,0,1,1,4646
1,0,3,9,0,0,0,1,1,4647
0,1,3,9,0,0,0,1,1,4648
1,1,0,11,0,0,0,1,1,4649
1,0,1,11,0,0,0,1,1,4650
0,1,1,11,0,0,0,1,1,4651
0,0,0,13,0,0,0,1,1,4652
11,0,0,0,0,0,0,3,1,4653
0,11,0,0,0,0,0,3,1,4654
9,1,1,0,0,0,0,3,1,4655
7,3,1,0,0,0,0,3,1,4656
5,5,1,0,0,0,0,3,1,4657
3,7,1,0,0,0,0,3,1,4658
1,9,1,0,0,0,0,3,1,4659
7,1,3,0,0,0,0,3,1,4660
5,3,3,0,0,0,0,3,1,4661
3,5,3,0,0,0,0,3,1,4662
1,7,3,0,0,0,0,3,1,4663
5,1,5,0,0,0,0,3,1,4664
3,3,5,0,0,0,0,3,1,4665
1,5,5,0,0,0,0,3,1,4666
3,1,7,0,0,0,0,3,1,4667
1,3,7,0,0,0,0,3,1,4668
1,1,9,0,0,0,0,3,1,4669
0,0,11,0,0,0,0,3,1,4670
9,1,0,1,0,0,0,3,1,4671
7,3,0,1,0,0,0,3,1,4672
5,5,0,1,0,0,0,3,1,4673
3,7,0,1,0,0,0,3,1,4674
1,9,0,1,0,0,0,3,1,4675
9,0,1,1,0,0,0,3,1,4676
0,9,1,1,0,0,0,3,1,4677
7,0,3,1,0,0,0,3,1,4678
0,7,3,1,0,0,0,3,1,4679
5,0,5,1,0,0,0,3,1,4680
0,5,5,1,0,0,0,3,1,4681
3,0,7,1,0,0,0,3,1,4682
0,3,7,1,0,0,0,3,1,4683
1,0,9,1,0,0,0,3,1,4684
0,1,9,1,0,0,0,3,1,4685
7,1,0,3,0,0,0,3,1,4686
5,3,0,3,0,0,0,3,1,4687
3,5,0,3,0,0,0,3,1,4688
1,7,0,3,0,0,0,3,1,4689
7,0,1,3,0,0,0,3,1,4690
0,7,1,3,0,0,0,3,1,4691
5,0,3,3,0,0,0,3,1,4692
0,5,3,3,0,0,0,3,1,4693
3,0,5,3,0,0,0,3,1,4694
0,3,5,3,0,0,0,3,1,4695
1,0,7,3,0,0,0,3,1,4696
0,1,7,3,0,0,0,3,1,4697
5,1,0,5,0,0,0,3,1,4698
3,3,0,5,0,0,0,3,1,4699
1,5,0,5,0,0,0,3,1,4700
5,0,1,5,0,0,0,3,1,4701
0,5,1,5,0,0,0,3,1,4702
3,0,3,5,0,0,0,3,1,4703
0,3,3,5,0,0,0,3,1,4704
1,0,5,5,0,0,0,3,1,4705
0,1,5,5,0,0,0,3,1,4706
3,1,0,7,0,0,0,3,1,4707
1,3,0,7,0,0,0,3,1,4708
3,0,1,7,0,0,0,3,1,4709
0,3,1,7,0,0,0,3,1,4710
1,0,3,7,0,0,0,3,1,4711
0,1,3,7,0,0,0,3,1,4712
0,0,0,11,0,0,0,3,1,4713
9,0,0,0,0,0,0,5,1,4714
0,9,0,0,0,0,0,5,1,4715
7,1,1,0,0,0,0,5,1,4716
5,3,1,0,0,0,0,5,1,4717
3,5,1,0,0,0,0,5,1,4718
1,7,1,0,0,0,0,5,1,4719
5,1,3,0,0,0,0,5,1,4720
3,3,3,0,0,0,0,5,1,4721
1,5,3,0,0,0,0,5,1,4722
