Plot,Acer_sp,Achillea_millefolium_aggr.,Acinos_arvensis,Aegopodium_podagraria,Agrimonia_eupatoria,Agrostis_capillaris,Agrostis_stolonifera,Ajuga_genevensis,Ajuga_reptans,Alchemilla_vulgaris_aggr.,Allium_cf_oleraceum,Allium_vineale,Alopecurus_geniculatus,Alopecurus_pratensis,Anchusa_arvensis,Anchusa_officinalis,Anemone_nemorosa,Angelica_sylvestris,Antennaria_dioica,Anthemis_tinctoria,Anthoxanthum_odoratum,Anthriscus_sylvestris,Anthyllis_vulneraria,Aphanes_arvensis,Arabidopsis_arenosa,Arabidopsis_thaliana,Arabis_hirsuta_aggr.,Arctium_lappa,Arctium_minus,Arctium_sp,Arctium_tomentosum,Arenaria_serpyllifolia,Armeria_maritima,Arrhenatherum_elatius,Asperula_cynanchica,Asteraceae_sp,Astragalus_glycyphyllos,Barbarea_vulgaris,Bellis_perennis,Berula_erecta,Betonica_officinalis,Betula_pendula,Bistorta_officinalis,Botrychium_lunaria,Brachypodium_pinnatum,Brassica_rapa,Brassica_sp,Briza_media,Bromus_erectus,Bromus_hordeaceus_aggr.incl_B_commutatus,Bromus_inermis,Bromus_sterilis,Bunium_bulbocastanum,Buphtalmum_salicifolium,Calamagrostis_canescens,Campanula_glomerata,Campanula_patula,Campanula_persicifolia,Campanula_rapunculoides,Campanula_rotundifolia,Campanula_sp,Capsella_bursa-pastoris,Cardamine_hirsuta,Cardamine_pratensis,Cardaminopsis_arenosa,Carduus_defloratus,Carex_acutiformis,Carex_caryophyllea,Carex_flacca,Carex_hirta,Carex_montana,Carex_muricata_aggr.,Carex_ornithopoda,Carex_ovalis,Carex_sylvatica,Carex_vulpina,Carlina_acaulis,Carlina_vulgaris,Carpinus_betulus,Carum_carvi,Caryophyllaceae_sp,Centaurea_jacea,Centaurea_scabiosa,Centaurium_erythraea,Cerastium_arvense,Cerastium_glomeratum,Cerastium_holosteoides,Cerastium_pumilum_aggr.,Cerastium_semidecandrum,Chaerophyllum_aureum,Chaerophyllum_temulum,Chamaespartium_sagittale,Chenopodium_album,Chenopodium_sp,Cichorium_intybus,Cirsium_acaule,Cirsium_arvense,Cirsium_eriophorum,Cirsium_oleraceum,Cirsium_palustre,Cirsium_vulgare,Colchicum_autumnale,Convolvulus_arvensis,Conyza_canadensis,Crataegus_sp,Crepis_biennis,Crepis_sp,Cruciata_laevipes,Cynosurus_cristatus,Dactylis_glomerata,Daucus_carota,Deschampsia_cespitosa,Dianthus_carthusianorum,Dipsacus_fullonum,Elymus_repens,Epilobium_hirsutum,Epilobium_parviflorum,Epilobium_sp,Epilobium_tetragonum,Equisetum_arvense,Equisetum_palustre,Erigernon_annuus,Erigeron_acris,Erodium_cicutarium,Erophila_verna,Eryngium_campestre,Erysimum_cheiranthoides,Euphorbia_cyparissias,Euphorbia_helioscopia,Euphorbia_verrucosa,Euphrasia_rostkoviana_aggr.,Falcaria_vulgaris,Fallopia_convolvulus,Festuca_arundinacea,Festuca_ovina_aggr.,Festuca_pratensis,Festuca_rubra_aggr.,Festulolium_loliaceum,Filipendula_ulmaria,Fragaria_vesca,Fragaria_viridis,Fraxinus_excelsior,Fumaria_officinalis,Gagea_pratensis,Galeopsis_sp,Galium_aparine,Galium_mollugo_aggr.,Galium_pumilum,Galium_verum,Genista_tinctoria,Gentiana_verna,Gentianella_germanica,Geranium_dissectum,Geranium_molle,Geranium_pratense,Geranium_pusillum,Geranium_pyrenaicum,Geranium_sylvaticum,Geum_rivale,Geum_urbanum,Glechoma_hederacea,Glyceria_fluitans,Helianthemum_nummularium,Helictotrichon_pratense,Helictotrichon_pubescens,Heracleum_sphondylium,Hieracium_pilosella,Hippocrepis_comosa,Holcus_lanatus,Hordeum_vulgare_aggr.,Hypericum_hirsutum,Hypericum_maculatum,Hypericum_perforatum,Hypochaeris_radicata,Juncus_articulatus,Juncus_effusus,Juncus_inflexus,Juniperus_communis,Knautia_arvensis,Koeleria_macrantha,Koeleria_pyramidata,Lactuca_serriola,Lamium_album,Lamium_maculatum,Lamium_purpureum,Lapsana_communis,Lathyrus_nissolia,Lathyrus_pratensis,Lathyrus_tuberosus,Leontodon_autumnalis,Leontodon_hispidus,Lepidium_campestre,Leucanthemum_vulgare_aggr.,Linaria_vulgaris,Linum_catharticum,Listera_ovata,Lolium_multiflorum,Lolium_perenne,Lotus_corniculatus,Luzula_campestris,Lysimachia_nummularia,Lysimachia_vulgaris,Malva_sylvestris,Matricaria_discoidea,Matricaria_recutita,Medicago_lupulina,Medicago_sativa_aggr.,Melilotus_altissimus,Mentha_aquatica,Mentha_sp,Muscari_neglectum_aggr.,Myosotis_arvensis,Myosotis_discolor,Myosotis_ramosissima,Myosurus_minimus,Odontites_vernus_aggr.,Oenothera_biennis_agg,Onobrychis_viciifolia,Ononis_repens_spinosa_aggr.,Ophioglossum_vulgatum,Orchis_militaris,Origanum_vulgare,Orobanche_caryophyllacea,Papaver_rhoeas,Pastinaca_sativa,Persicaria_amphibia,Persicaria_lapathifolia,Persicaria_maculosa,Phalaris_arundinacea,Phleum_pratense_aggr.,Phragmites_australis,Phyteuma_orbiculare,Phyteuma_spicatum,Picris_hieracioides,Pimpinella_major,Pimpinella_saxifraga_aggr.,Pinus_cf_mugo,Pinus_sylvestris,Plantago_lanceolata,Plantago_major,Plantago_media,Platanthera_bifolia_agg,Platanthera_chlorantha,Poa_annua,Poa_pratensis_aggr.,Poa_sp,Poa_trivialis,Polygala_amarella,Polygala_comosa_aggr.,Polygonum_aviculare,Populus_tremula,Potentilla_anserina,Potentilla_argentea,Potentilla_erecta,Potentilla_heptaphylla,Potentilla_recta,Potentilla_reptans,Potentilla_verna_aggr.,Primula_elatior_veris_agg,Prunella_sp,Prunus_avium,Prunus_sp,Prunus_spinosa,Pseudolysimachion_spicatum,Pulsatilla_vulgaris,Quercus_robur,Ranunculus_acris,Ranunculus_auricomus_agg,Ranunculus_bulbosus,Ranunculus_ficaria,Ranunculus_repens,Ranunculus_sp,Raphanus_raphanistrum,Rhinanthus_aggr.,Rosa_canina_aggr.,Rosa_sp,Rubus_caesius,Rubus_sp,Rumex_acetosa,Rumex_acetosella,Rumex_crispus,Rumex_obtusifolius,Rumex_thyrsiflorus,Salvia_pratensis,Sanguisorba_minor,Saxifraga_granulata,Saxifraga_tridactylites,Scabiosa_columbaria,Secale_cereale,Secale_sp,Sedum_telephium,Selinum_carvifolia,Senecio_erucifolius,Senecio_jacobaea,Senecio_sp,Seseli_annuum,Sesleria_albicans,Sherardia_arvensis,Silaum_silaus,Silene_dioica,Silene_flos_cuculi,Silene_vulgaris,Sinapis_alba,Sinapis_arvensis,Sisymbrium_officinale,Solidago_canadensis,Sonchus_arvensis,Sonchus_sp,Spergula_arvensis,Stachys_arvensis,Stachys_sylvatica,Stellaria_graminea,Stellaria_media,Symphytum_officinale,Tanacetum_vulgare,Taraxacum_sp,Teucrium_chamaedrys,Teucrium_montanum,Thlaspi_arvense,Thlaspi_perfoliatum,Thymus_pulegioides,Tilia_sp,Tragopogon_pratensis,Tree_seedling,Trifolium_alpestre,Trifolium_arvense,Trifolium_campestre,Trifolium_montanum,Trifolium_dubium,Trifolium_medium,Trifolium_pratense,Trifolium_repens,Trifolium_sp,Tripleurospermum_perforatum,Trisetum_flavescens,Urtica_dioica,Vaccinium_myrtillus,Valeriana_officinalis,Valerianella_locusta,Veronica_arvensis,Veronica_chamaedrys,Veronica_filiformis,Veronica_hederifolia,Veronica_officinalis,Veronica_persica,Veronica_polita,Veronica_serpyllifolia,Veronica_teucrium,Vicia_cracca_aggr.,Vicia_hirsuta,Vicia_lathyroides,Vicia_parviflora,Vicia_sativa_aggr.,Vicia_sepium,Vicia_sp,Vicia_tetrasperma_aggr.,Vicia_villosa,Viola_arvensis,Viola_collina,Viola_hirta,Viola_sp,Abies_alba,Acer_campestre,Acer_platanoides,Acer_pseudoplatanus,Actaea_spicata,Adoxa_moschatellina,Aesculus_hippocastanum,Alliaria_petiolata,Allium_schoenoprasum,Allium_ursinum,Alnus_incana,Anagallis_arvensis,Anemone_ranunculoides,Arctium_nemorosum,Arum_maculatum,Aruncus_dioicus,Asarum_europaeum,Athyrium_filix-femina,Atropa_belladonna,Brachypodium_sylvaticum,Bromus_ramosus_agg,Calamagrostis_arundinacea,Calamagrostis_epigejos,Calluna_vulgaris,Calystegia_sepium,Campanula_trachelium,Cardamine_bulbifera,Cardamine_flexuosa,Cardamine_impatiens,Carex_alba,Carex_digitata,Carex_muricata_agg,Carex_pallescens,Carex_pilulifera,Carex_remota,Cephalanthera_damasonium,Cephalanthera_rubra,Chenopodium_polyspermum,Chrysosplenium_alternifolium,Circaea_lutetiana_agg,Clinopodium_vulgare,Convallaria_majalis,Cornus_sanguinea,Corylus_avellana,Cotoneaster_integerrimus,Cytisus_scoparius,Dactylis_polygama,Danthonia_decumbens,Daphne_mezereum,Deschampsia_flexuosa,Digitalis_purpurea,Dryopteris_carthusiana,Dryopteris_dilatata,Dryopteris_filix-mas,Elymus_caninus,Epilobium_angustifolium,Epilobium_montanum,Epipactis_helleborine_agg,Euonymus_europaea,Eupatorium_cannabinum,Euphorbia_amygdaloides,Euphorbia_dulcis,Fagus_sylvatica,Fallopia_dumetorum,Festuca_altissima,Festuca_gigantea,Frangula_alnus,Gagea_lutea,Galeopsis_bifida,Galeopsis_pubescens,Galeopsis_tetrahit,Galium_odoratum,Galium_rotundifolium,Galium_saxatile,Galium_sylvaticum,Geranium_robertianum,Gymnocarpium_dryopteris,Hedera_helix,Helleborus_foetidus,Hepatica_nobilis,Hieracium_murorum,Holcus_mollis,Hordelymus_europaeus,Hypericum_montanum,Impatiens_glandulifera,Impatiens_noli-tangere,Impatiens_parviflora,Juncus_conglomeratus,Lamium_galeobdolon_agg,Larix_decidua,Lathraea_squamaria,Lathyrus_linifolius,Lathyrus_vernus,Leucojum_vernum,Ligustrum_vulgare,Lilium_martagon,Lonicera_xylosteum,Luzula_luzuloides,Luzula_multiflora,Luzula_pilosa,Luzula_sp,Luzula_sylvatica,Lycopodium_sp,Lysimachia_nemorum,Maianthemum_bifolium,Malus_sp,Medicago_x_varia,Melampyrum_pratense,Melica_nutans,Melica_uniflora,Mentha_arvensis,Mercurialis_perennis,Milium_effusum,Moehringia_trinervia,Molinia_caerulea,Mycelis_muralis,Myosotis_sylvatica,Neottia_nidus-avis,Ornithopus_perpusillus,Oxalis_acetosella,Paris_quadrifolia,Picea_abies,Poa_chaixii,Poa_nemoralis,Polygonatum_multiflorum,Polygonatum_odoratum,Polygonatum_verticillatum,Polygonum_hydropiper,Polygonum_minus,Polypodium_vulgare,Potentilla_anglica,Potentilla_neumanniana,Potentilla_sterilis,Prenanthes_purpurea,Prunella_vulgaris,Prunus_padus,Prunus_serotina,Pseudotsuga_menziesii,Pteridium_aquilinum,Pulmonaria_obscura,Pyrus_communis,Quercus_petraea,Quercus_rubra,Quercus_sp,Ranunculus_lanuginosus,Ranunculus_sceleratus,Rhamnus_cathartica,Ribes_alpinum,Ribes_uva-crispa,Robinia_pseudoacacia,Rubus_fruticosus_corylifolius_agg,Rubus_idaeus,Rumex_sanguineus,Salix_caprea,Salix_cinerea,Salix_sp,Sambucus_nigra,Sambucus_racemosa,Sanicula_europaea,Scrophularia_nodosa,Senecio_ovatus,Senecio_sylvaticus,Senecio_vulgaris,Solanum_dulcamara,Sonchus_asper,Sonchus_oleraceus,Sorbus_aria,Sorbus_aucuparia,Sorbus_torminalis,Stachys_alpina,Stellaria_alsine,Stellaria_aquatica,Stellaria_holostea,Stellaria_nemorum,Taxus_baccata,Tilia_cordata,Tilia_platyphyllos,Torilis_japonica,Trifolium_hybridum,Tussilago_farfara,Ulmus_glabra,Ulmus_laevis,Verbascum_lychnitis,Verbena_officinalis,Veronica_montana,Viburnum_lantana,Viburnum_opulus,Vicia_angustifolia,Vicia_sylvatica,Vinca_minor,Vincetoxicum_hirundinaria,Viola_reichenbachiana_riviniana_agg,Viscum_album,Apera_spica-venti,Brassica_napus,Silene_latifolia,Tripleurospermum_inodorum,Artemisia_vulgaris,Echinochloa_crus-galli,Galinsoga_parviflora,Triticum_aestivum,Solanum_nigrum,Avena_fatua,Alopecurus_myosuroides,Anthriscus_caucalis,Taraxacum_officinale,Centaurea_cyanus,Valerianella_dentata,Setaria_viridis,Aethusa_cynapium,Papaver_dubium,Consolida_regalis,Papaver_argemone,Crepis_tectorum,Euphorbia_exigua,Descurainia_sophia,Geranium_columbinum,Veronica_peregrina,Lamium_amplexicaule,Scleranthus_annuus,Conium_maculatum
AEG01,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,90,0,0,0,0,0.1,0,0,0,0,0,0,55,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,87,42,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,35.5,0,0,0,0,0,0,0,2.2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0,0,0,0.1,0,0,0,4,0,0,0,0,0,4.5,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3.5,0,0.6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,1.5,0,0,15.5,0,0,0,0,0,0,0,63,32.5,0,0,147,0,0,0,0,6,0.5,0,0,0,0,0,0.1,0,2,0,0,0,0.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEG02,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.1,0,0,0,0,0,0,180,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,12.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,19.5,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,3.1,0,0,0,0,0,0,0,0,0,0.2,0,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,75.2,0,0,52,0,0,0,0,2.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEG03,0,16.5,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,21.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,8.7,0,0,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,6.5,0.5,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0.1,0,0,20,0,0,0.5,0,0,0,54,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,47.5,0,0,0,23,0,79.6,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,96,0,0,171,0,0,0,0,0.5,11,0.7,0,0,0,0,1.2,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEG04,0,0,0,0,0,0,0,0,0,1.2,0,0,0,255,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0.5,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,160,0,0,0,0,0,0,0,16.5,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,17,6,0,0,5.5,0,0,0,0,4.1,0,0,0,0,0,0,0.6,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEG05,0,0,0,0,0,0,0,0,0,0.8,0,0,0,230,0,0,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,0,0,0,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,76.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0,0,0,13,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5,0,0,0,6.5,0,0,0,0,0,0,0,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0.1,0,0,0,0,0,0.2,0,2.6,53,0,0,99,0,0,0,0,3.3,15.1,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEG06,0,0,0,0,0,0,0,0,0,3.1,0,0,0,225,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,122.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,0,0,0,0,2,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0.1,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0.5,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,1,0,0,0,0,0.1,0,0,0,8.5,0,0,0,0,0,7,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0.5,0,1,0,0,12.5,0,0,0,0,13,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,6.7,0,0,0,0,0,5.1,0,11.5,27,0,0,99,0,0,0,0,4.2,7.1,0,0,0,0,0,0.1,0,0,0,0,0,2.5,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
