Plot,Acrocephalus_palustris,Acrocephalus_scirpaceus,Alauda_arvensis,Anser_anser,Anthus_pratensis,Anthus_trivialis,Ardea_cinerea,Buteo_buteo,Carduelis_cannabina,Carduelis_carduelis,Carduelis_chloris,Carduelis_spinus,Ciconia_ciconia,Coccothraustes_coccothraustes,Columba_oenas,Columba_palumbus,Corvus_corax,Corvus_corone_cornix,Corvus_corone_corone,Coturnix_coturnix,Cuculus_canorus,Cyanistes_caeruleus,Delichon_urbicum,Dryocopus_martius,Emberiza_calandra,Emberiza_citrinella,Erithacus_rubecula,Falco_tinnunculus,Fringilla_coelebs,Gallinago_gallinago,Garrulus_glandarius,Grus_grus,Hippolais_icterina,Hirundo_rustica,Jynx_torquilla,Lanius_collurio,Locustella_naevia,Lullula_arborea,Luscinia_megarhynchos,Milvus_migrans,Milvus_milvus,Motacilla_alba,Motacilla_flava,Muscicapa_striata,Oenanthe_oenanthe,Parus_cristatus,Parus_major,Parus_palustris,Passer_montanus,Periparus_ater,Pernis_apivorus,Phoenicurus_ochruros,Phoenicurus_phoenicurus,Phylloscopus_collybita,Phylloscopus_trochilus,Pica_pica,Picus_viridis,Prunella_modularis,Pyrrhula_pyrrhula,Regulus_ignicapillus,Regulus_regulus,Saxicola_rubetra,Saxicola_rubicola,Sitta_europaea,Sturnus_vulgaris,Sylvia_atricapilla,Sylvia_borin,Sylvia_communis,Sylvia_curucca,Troglodytes_troglodytes,Turdus_iliacus,Turdus_merula,Turdus_philomelos,Turdus_pilaris,Turdus_viscivorus,Vanellus_vanellus,Accipiter_gentilis,Aegithalos_caudatus,Apus_apus,Certhia_brachydactyla,Certhia_familiaris,Corvus_monedula,Dendrocopos_major,Dendrocopos_medius,Dendrocopos_minor,Dendrocopos_syriacus,Ficedula_hypoleuca,Ficedula_parva,Fringilla_montifringilla,Loxia_curvirostra,Oriolus_oriolus,Parus_montanus,Passer_domesticus,Phasianus_colchicus,Phylloscopus_bonelli,Phylloscopus_sibilatrix,Picus_canus,Scolopax_rusticola,Streptopelia_turtur,Strix_aluco,Sylvia_nisoria,Crex_crex,Emberiza_schoeniclus,Perdix_perdix
C400,0,0,0,0,4,0,0,1,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14,10,0,0,0,9,0,0,0,0,0,12,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,15
C401,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,11,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,6,0,13
C402,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,9,0,0,0,8,0,0,0,4,0,10,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14
C403,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0,5,0,10,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,14,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
C404,0,0,0,0,7,0,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,0,0,0,0,11,0,0,0,6,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,15
C405,0,0,0,0,7,0,0,1,8,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,13,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
C406,0,0,7,0,9,0,0,1,11,0,0,0,0,0,0,0,4,0,2,12,0,0,0,0,17,0,0,0,0,13,0,0,0,8,0,15,0,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,5,0,0,0,0,0,0,0,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,0,0,0,0,0,0,0,0,0,20
C407,7,0,0,0,9,0,0,1,11,0,0,0,2,0,0,0,5,0,3,13,0,0,0,0,0,14,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,17
C408,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,11
C409,0,0,5,0,7,0,0,1,9,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,14,11,0,0,0,0,0,0,0,6,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,15
C41,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,11,0,0,0,10,0,0,0,4,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,15,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0
C410,7,0,6,0,9,0,0,1,12,0,0,0,0,0,0,0,3,0,2,14,0,0,0,0,0,15,0,0,0,0,0,0,0,8,0,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,11,13,0
C411,0,0,0,0,5,0,0,1,6,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,11,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
C412,7,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,4,0,2,11,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,5,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,17
C413,0,0,0,0,6,0,0,1,8,0,0,0,0,0,0,0,3,0,2,9,0,0,0,0,12,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14
C414,0,0,0,0,8,0,0,1,0,3,0,0,0,0,0,0,4,0,2,11,0,0,0,0,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,0,15
C415,0,0,0,0,5,0,0,1,8,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,11,0,0,0,10,0,0,0,0,0,13,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0
C416,4,0,3,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,14,0,0,0,0,10,0,0,0,5,0,12,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,16
C417,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,3,0,2,12,0,0,0,0,15,0,0,0,0,13,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,11,16
C418,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,3,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
C419,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,13,0,0,0,0,9,0,0,0,0,0,11,0,0,0,0,4,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,7,16
C42,0,0,0,0,3,0,0,1,5,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11
C420,4,0,0,0,5,0,0,1,7,0,0,0,2,0,0,0,3,0,0,8,0,0,0,0,13,0,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
C421,0,0,0,0,0,0,0,1,7,3,0,0,2,0,0,0,0,0,0,9,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,6,8,0
C422,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11
C423,0,0,0,0,6,0,0,0,9,0,0,0,1,0,0,0,2,0,0,11,0,0,0,0,0,13,0,0,0,12,0,0,0,5,0,15,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,10,0
C424,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
C425,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12
C426,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
C427,5,0,0,0,6,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,16,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,15
C428,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,13,11,0,0,0,10,0,0,0,6,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
C429,0,0,0,0,7,0,0,1,9,3,0,0,0,0,0,0,4,0,2,10,0,0,0,0,14,0,0,0,0,11,0,0,0,6,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,8,0,17
C43,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,12,0,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,15,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,6,8,0
C430,0,0,5,0,6,0,0,1,0,0,0,0,0,0,0,0,3,0,2,9,0,0,0,0,13,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,0,0,0,0,0,0,8,0
C431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
C432,5,0,0,0,0,0,0,1,7,2,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,11,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
C433,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,10,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C434,0,0,0,0,6,0,0,1,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,0,0,0,0,10,0,0,0,5,0,12,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0
C435,0,0,7,0,9,0,0,1,11,3,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,8,0,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,0
C436,7,0,0,0,0,0,0,1,10,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15,0,0,0,0,11,0,0,0,8,0,13,0,0,0,0,5,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,6,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,9,0,18
C437,0,0,0,0,0,0,0,1,9,0,0,0,2,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,5,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,18,0,0,0,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,8,10,17
C438,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,10,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,14
C439,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,11,8,0,0,0,0,0,0,0,3,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,13
C44,0,0,0,0,6,0,0,1,8,0,0,0,2,0,0,0,3,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,7,0,14
C440,0,0,0,0,7,0,0,1,10,4,0,0,0,0,0,0,0,0,2,11,0,0,0,0,14,0,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,15
C441,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,10,0,0,0,9,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0
C442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C443,0,0,6,0,8,0,0,1,11,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,16,0,0,0,0,0,0,0,0,7,0,14,0,0,0,0,4,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,18,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,0,17
C444,0,0,5,0,7,0,0,1,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,13,0,0,0,0,10,0,0,0,6,0,11,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,8,0,0
C445,0,0,5,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C446,6,0,5,0,0,0,0,1,9,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,8,0,15
C447,0,0,0,0,4,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,14
C448,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13
C449,0,0,6,0,8,0,0,1,9,3,0,0,0,0,0,0,4,0,2,11,0,0,0,0,15,0,0,0,0,12,0,0,0,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,17,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,10,0
C45,0,0,0,0,7,0,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,9,0,0,0,0,0,11,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
C450,5,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,2,0,1,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,7,0,16
C451,0,0,0,0,6,0,0,1,8,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,12,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,16,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15
C452,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,6,0,0
C453,0,0,0,0,5,0,0,1,7,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11
C454,0,0,0,0,5,0,0,1,8,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,9,0
C455,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,10,0,0,0,9,0,0,0,4,0,12,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,14
