Plot,Region,LU,Core_depth,pH,elevation,TWI,prop_clay,Mean_Temp,Mean_precip,LUI_2007to12
C64,A,Crop,33.9180849491952,5.70844977596757,752.162499488203,7.1389552743899,0.484506874946274,7.16233272360201,947.085462816983,0
C65,A,Crop,26.99110703922,6.00126789369176,762.343254338427,6.6122443668417,0.531501645926411,7.18353092198715,954.504320296929,0
C66,A,Crop,26.6889226563994,5.60508146408467,747.918186176592,7.03503311191295,0.521887225902207,7.31663314177323,930.834974070915,0
C67,A,Crop,29.096646521632,5.72597454181956,755.062382836347,6.97777134331076,0.568418304861955,7.27097528067127,941.978871473312,0
C68,A,Crop,35.3125938409993,5.90348753294289,746.258581666108,6.91254567789731,0.56264038826147,7.03730678577691,946.28010918031,0
C69,A,Crop,29.6310301850134,6.10723058813376,746.011860934192,6.75516361837601,0.537757336491837,7.30973633426345,950.789259947599,0
C7,A,Crop,27.8140957351757,6.07367068823716,738.704422798543,7.01914391136774,0.535920345715429,7.14530155547352,939.996958652886,0
C70,A,Crop,32.4747882985784,5.57919707312347,757.772958875367,6.41477303401972,0.515051092451462,7.09419830793904,948.342590021081,0
C71,A,Crop,25.7251826464392,5.26137593114183,756.848515318647,6.44197063245375,0.532641761346833,7.45852814150044,925.267272119402,0
C72,A,Crop,34.1276888799962,5.60341242700908,741.779380594528,6.89558135411963,0.483991385332992,6.99130200529604,948.23159837391,0
C73,A,Crop,30.9000362823359,5.79068291418321,762.052577802173,6.89901214812972,0.471828309717156,7.19956133822877,944.469673999833,0
C74,A,Crop,35.0841675943393,5.75103693933881,749.852131205471,6.71501951779686,0.553305810399655,7.2461183865385,939.588713446583,0
C75,A,Crop,35.9858882384861,5.83654363792716,746.676340866761,6.46104013709174,0.502216842275969,7.09415440630386,938.105794055854,0
C76,A,Crop,33.8723452808763,5.96167568585678,751.930637656718,6.54335898784157,0.490813144842197,7.21097253005449,944.637094639996,0
C77,A,Crop,36.9251412826766,5.89334982217636,741.577290363045,6.65636353628246,0.541136054814161,7.03474616531074,948.407623203861,0
C78,A,Crop,32.4174605980922,5.8577423680731,749.773034769448,7.0777688868664,0.525954065275552,7.21893318277996,932.748148475361,0
C79,A,Crop,32.3405612129848,5.51265051734975,750.031795561658,7.04738516899982,0.550034763525515,7.30495281130928,937.597429726934,0
C8,A,Crop,37.0187887439317,5.66975102509015,740.609806813862,6.58741060018222,0.50289980277438,7.15922874153061,938.834711825243,0
C80,A,Crop,28.9917625342746,5.86024610355615,751.176969155349,6.73617516838477,0.533458814041234,7.16393080262279,942.13484310591,0
C81,A,Crop,35.820682520696,5.81772257815868,742.909514686618,6.95114536134502,0.518255698863613,7.14886531335407,945.92795887732,0
C82,A,Crop,29.0520521617789,5.67503799702598,735.484691828479,6.00222472995124,0.515700700104073,7.23992861976092,932.441822272685,0
C83,A,Crop,32.8891797018408,5.76223132706203,745.608081568567,6.44725492102337,0.491389385124991,7.24790948825738,951.027311803872,0
C84,A,Crop,34.4981217621692,5.86583928058499,749.981955084001,6.39198390992677,0.50014841106564,7.14907074680767,942.695360412269,0
C85,A,Crop,34.4204982666606,6.20360129654485,748.926642674292,7.25407108793403,0.479937944563652,6.99422394078204,938.906143574147,0
C86,A,Crop,29.2913586675208,5.86938143026332,742.632595849403,6.42816215395267,0.593203024236301,7.3111862134453,947.774752231991,0
C87,A,Crop,31.7981266191726,5.95487740029832,745.573043813284,6.92008499082139,0.478323526369516,7.28108016150514,946.838595132148,0
C88,A,Crop,31.70010136441,5.65812436896111,755.74789692316,6.79768728688041,0.48800593974096,7.19899147017388,939.314475051934,0
C89,A,Crop,31.7354969345194,5.91050993021763,753.314400428017,6.71885620639199,0.517621643767994,7.13545111115414,949.115211149443,0
C9,A,Crop,38.7557747763542,5.65818730555447,738.591563264629,6.40438922363547,0.497842109023971,6.97650728420761,939.908551241583,0
C90,A,Crop,33.2172854676848,5.83082080690393,746.515262824095,6.6298052912893,0.540875289211195,7.06408563187684,934.236041700987,0
C91,A,Crop,34.3508466068914,5.99626209372249,753.230254689056,6.6819543765013,0.525091410549551,7.2711110468197,946.327249631334,0
C92,A,Crop,37.7802770152275,5.73717904152431,733.581948026201,6.76871721285091,0.534061276397163,7.02809419487786,941.178192499616,0
C93,A,Crop,33.8078626726636,5.82420096648841,748.807764296671,6.73845492572819,0.514173582944416,7.20576421338843,930.832603115063,0
C94,A,Crop,29.2837441466252,5.96707780418007,741.038307909915,6.73981156414704,0.521998496546451,7.25539356203456,947.255746548363,0
C95,A,Crop,32.4268631793648,5.61948088671907,748.436178082504,6.71463149939411,0.509879386144806,7.24078892159337,939.656789716796,0
C96,A,Crop,29.8360903072554,5.67062662469719,738.842030886332,6.72469734466038,0.548023113729667,7.35062590188484,946.925097743648,0
C97,A,Crop,39.6668679152695,5.46938409601012,748.951692299466,6.46056492436839,0.489241261488952,7.13367526763485,928.281086208503,0
C98,A,Crop,30.5224941951142,5.66339227218917,761.510823678718,6.91188983068751,0.51675763873402,7.17127945756067,939.426219568037,0
C99,A,Crop,32.3842697137619,5.7180529192662,757.270413774239,6.89353960327376,0.495789087676063,7.2323833764678,933.5387135856,0
HEG01,H,Grassland,46,6.65,291.52,8.30418,0.502502502502503,8.567775,610.575996,2.581666667
HEG02,H,Grassland,50,7.2,287.58,7.1777,0.552,8.4670725,618.980012,2.41
HEG03,H,Grassland,31,7.255,286.35,7.488,0.544,8.7041325,618.980012,2.445
HEG04,H,Grassland,44,6.65,284.78,9.25235,0.511,8.39605,631.524012,2.025
HEG05,H,Grassland,48.0909950369357,6.05999909275745,370.86887647656,7.74085311110317,0.413850769156929,7.83717721639424,626.034037019874,2.555
HEG06,H,Grassland,47.4113145191782,5.92438888525751,382.432652307125,7.35729140902726,0.359694462876896,7.74320405498393,634.788557311651,1.853333333
HEG07,H,Grassland,38,6.985,290.35,6.90649,0.536,7.993725,597.378026,1.866666667
HEG08,H,Grassland,63,7.165,295.72,10.1624,0.493013972055888,8.0213275,597.378026,1.463333333
HEG09,H,Grassland,56.7695311626148,6.25183882744917,382.984332534844,7.7928628247768,0.323098326979129,7.76601143654927,620.494845120513,0.758333333
HEG10,H,Grassland,45,6.395,323.28,8.10347,0.43687374749499,8.38347,574.313984,1.561666667
HEG11,H,Grassland,53,7.25,356.86,7.34801,0.552,8.15264,565.564,1.503333333
HEG12,H,Grassland,52,6.98,285.02,7.62062,0.497,8.8486625,611.366002,2.948333333
HEG13,H,Grassland,46,7.165,290.48,8.0977,0.394,8.4003175,598.403992,1.73
HEG14,H,Grassland,44,6.275,372.14,7.4264,0.44955044955045,8.0623775,585.833978,2.331666667
HEG15,H,Grassland,24,7.095,433.17,7.18988,0.527472527472528,7.82691,626.405986,2.045
HEG16,H,Grassland,49,6.61,372.96,6.92273,0.555555555555556,8.202985,639.265996,1.171666667
HEG17,H,Grassland,43,6.985,454.77,6.75279,0.547642928786359,7.713655,651.60199,0.89
HEG18,H,Grassland,17,7.315,311.86,9.71643,0.457,8.1022,601.74798,0.82
HEG19,H,Grassland,33,6.585,438.44,6.37419,0.485485485485486,8.4784275,640.694018,0.713333333
HEG20,H,Grassland,49.3747210289353,5.84263170555212,397.022783872873,6.99980120839089,0.343716785922203,7.60243902203811,625.625212835307,0.93
HEG21,H,Grassland,30,7.33,300.64,7.86784,0.311,8.647555,600.452026,0.771666667
HEG22,H,Grassland,79,6.915,329.13,7.43632,0.446,8.299265,618.228002,1.441666667
HEG23,H,Grassland,48,7.2,332.56,6.15884,0.588,8.321655,655.55402,1.446666667
HEG24,H,Grassland,78,6.63,339.31,7.27141,0.544455544455544,8.4588575,672.08402,1.76
HEG25,H,Grassland,37,7.26,311.48,6.13246,0.423,8.3667825,595.987982,1.665
HEG26,H,Grassland,57,7.29,340.83,5.51564,0.481,8.048435,613.567968,1.305
HEG27,H,Grassland,13,7.29,237.04,8.83279,0.492,8.36129,527.76198,1.651666667
HEG28,H,Grassland,30,7.22,340.7,10.7323,0.536,8.10867,588.330016,1.778333333
HEG29,H,Grassland,50,7.12,350.87,6.47929,0.469,8.2318075,588.330016,1.721666667
HEG30,H,Grassland,43.4568166089693,5.1417941948514,367.629459750318,7.81905990827389,0.397143162896908,7.97846123774434,621.759786539951,2.276666667
HEG31,H,Grassland,49.223051007158,5.85089063742606,351.259796566289,7.64478442031796,0.370395043291977,7.58985069348721,624.025908062109,1.845
HEG32,H,Grassland,79,5.53,296.77,10.4927,0.341023069207623,8.58852,611.366002,1.905
HEG33,H,Grassland,66,5.015,318.81,7.1463,0.353,8.2392175,622.162004,1.863333333
HEG34,H,Grassland,51.4170721892862,5.93193114991707,370.520627457223,8.01872176182074,0.355214307653471,7.56817983037609,626.710140006712,1.853333333
HEG35,H,Grassland,50.7635570071141,5.7306765067817,365.314807664326,7.11651628683408,0.370479372911728,7.95669732234165,623.002136160387,1.836666667
HEG36,H,Grassland,33,7.25,322.96,6.56249,0.0608175473579262,8.571515,634.256006,2.24
HEG37,H,Grassland,96,7.41,318.59,9.60047,0.06,8.5044575,609.287988,2.213333333
HEG38,H,Grassland,84,7.285,309.97,6.52096,0.31,8.3378425,660.167998,2.01
HEG39,H,Grassland,81,6.455,293.16,7.36582,0.351703406813627,8.00456,665.285974,1.256666667
HEG40,H,Grassland,32,6.73,310.41,7.58828,0.274451097804391,8.628285,633.571978,1.58
HEG41,H,Grassland,36,7.205,353.44,6.20081,0.518,7.9144225,598.393994,0.93
HEG42,H,Grassland,48,7.15,469.28,7.74326,0.434565434565435,7.683835,651.60199,0.713333333
HEG43,H,Grassland,29,7.16,409.29,5.70334,0.374875373878365,7.9603175,590.224,1.055
HEG44,H,Grassland,32,7.15,434.56,6.08679,0.0789210789210789,7.80239,608.31,0.915
HEG45,H,Grassland,52,6.73,381.27,6.40357,0.490528414755733,8.2516225,589.404004,0.696666667
HEG46,H,Grassland,38,7.45,275.88,5.32916,0.395,8.50741,573.539972,0.846666667
HEG47,H,Grassland,48,7.09,330.56,7.25918,0.483,7.9031725,613.567968,1.568333333
HEG48,H,Grassland,43,6.8,323.77,6.98112,0.463609172482552,8.0082275,598.050006,1.45
HEG49,H,Grassland,47,6.625,309.5,7.34507,0.430139720558882,8.071025,613.958002,1.621666667
HEG50,H,Grassland,42,6.845,303.41,6.26215,0.643426294820717,8.2574175,597.24598,1.716666667
HEW01,H,Forest,69,6.78,427.18,5.88044,0.194223107569721,7.1035775,661.680028,0
HEW02,H,Forest,66,5.53,365.9,9.18166,0.308,7.560755,608.76603,0
HEW03,H,Forest,39,4.98,410.01,7.15811,0.408591408591409,7.5299375,634.983984,0
HEW04,H,Forest,38,5.995,491.35,8.17686,0.385458167330677,6.93919,641.404034,0
HEW05,H,Forest,52,4.99,415.78,6.90402,0.458167330677291,7.4670875,682.291982,0
HEW06,H,Forest,43,4.15,434.74,6.8678,0.217782217782218,7.276095,674.42198,0
HEW07,H,Forest,35,4.1,379.35,7.60194,0.197197197197197,7.862115,649.45803,0
HEW08,H,Forest,52,5.56,502.81,8.33761,0.226773226773227,6.6771875,620.254004,0
HEW09,H,Forest,52,4.12,401.81,7.87553,0.286713286713287,7.459765,649.45803,0
HEW10,H,Forest,49,4.86,378.05,10.1873,0.445663010967099,7.72368,643.768012,0
HEW11,H,Forest,45,4.53,414.16,7.72872,0.413586413586414,7.336565,657.102014,0
HEW12,H,Forest,57,4.05,332.53,7.11748,0.168336673346693,7.59543,633.433994,0
HEW13,H,Forest,32,6.655,420.3,7.58231,0.508982035928144,7.357905,663.542014,0
HEW14,H,Forest,69,4.535,473.45,6.81668,0.448448448448448,7.0716425,612.958,0
HEW15,H,Forest,62,3.91,315.31,6.08834,0.14985014985015,7.8522225,596.58799,0
HEW16,H,Forest,48,4.74,369.44,7.69539,0.321036889332004,7.73795,638.841994,0
HEW17,H,Forest,33,3.86,492.77,7.82687,0.182270916334661,6.97237,663.104004,0
HEW18,H,Forest,46,4.785,450.7,6.60667,0.272818455366098,7.4246825,642.402004,0
HEW19,H,Forest,47,4.565,461.36,8.37578,0.31062124248497,5.8741425,645.485998,0
HEW20,H,Forest,62,5.965,433.95,6.98593,0.252747252747253,7.3860375,653.458,0
HEW21,H,Forest,84,4.705,465.96,8.22982,0.267732267732268,7.0282075,680.460022,0
HEW22,H,Forest,58,4.625,431.52,7.91734,0.184184184184184,7.4613325,653.458,0
HEW23,H,Forest,45,4.53,465.03,7.66792,0.279839518555667,7.088995,653.002004,0
HEW24,H,Forest,64,4.05,399.3,6.67561,0.162162162162162,7.2584925,613.050002,0
HEW25,H,Forest,56,4.575,496.24,6.6812,0.32435129740519,7.174155,666.069988,0
HEW26,H,Forest,73,4.455,460.2,8.67962,0.15,7.2686075,618.667974,0
HEW27,H,Forest,38,6.37,493.38,7.86198,0.290709290709291,7.1041275,620.254004,0
HEW28,H,Forest,32,6.29,493.87,8.92289,0.306,6.997825,620.254004,0
HEW29,H,Forest,67,3.86,417.48,8.87665,0.226773226773227,7.421335,649.45803,0
HEW30,H,Forest,37,3.855,406.33,7.24483,0.357642357642358,7.4935,643.308002,0
HEW31,H,Forest,38,3.875,399.34,6.52572,0.37624750499002,7.588325,607.762036,0
HEW32,H,Forest,42,3.92,439.93,7.77901,0.344311377245509,7.20021,650.116014,0
HEW33,H,Forest,72,4.45,453.19,8.11569,0.226773226773227,7.281835,618.667974,0
HEW34,H,Forest,66,4.62,413.47,8.01815,0.378863409770688,7.3919825,640.768004,0
HEW35,H,Forest,23,4.5,465.45,7.67217,0.395209580838323,7.29583,629.02602,0
HEW36,H,Forest,39,4.555,380.97,6.03554,0.356713426853707,7.5474475,629.02602,0
HEW37,H,Forest,57,4.495,408.75,7.01919,0.26394422310757,7.2628775,643.768012,0
HEW38,H,Forest,59,5.15,432.25,8.50462,0.508457711442786,7.22411,637.822026,0
HEW39,H,Forest,66,4.14,358.97,6.05595,0.32901296111665,7.69921,629.466008,0
HEW40,H,Forest,70,5.465,375.4,8.29504,0.405189620758483,7.756115,633.276008,0
HEW41,H,Forest,70,4.255,289.83,8.03125,0.210420841683367,7.9806375,601.149988,0
HEW42,H,Forest,72,3.965,311.66,8.86644,0.183266932270916,7.7173725,598.958,0
HEW43,H,Forest,57,6.35,423.82,7.88608,0.336327345309381,7.215455,653.458,0
HEW44,H,Forest,70,6.265,448.55,6.95997,0.372255489021956,7.0265625,642.402004,0
HEW45,H,Forest,68,7.095,485.52,6.99173,0.0878243512974052,7.1735375,629.203992,0
HEW46,H,Forest,52,3.915,465.25,6.67202,0.38622754491018,7.680565,608.31,0
HEW47,H,Forest,60,4.79,332.9,8.00042,0.322677322677323,7.6774825,599.089988,0
HEW48,H,Forest,65,4.13,319.44,8.96244,0.27191235059761,7.8159075,620.544002,0
HEW49,H,Forest,54,3.89,357.5,7.16113,0.222333000997009,7.607795,607.762036,0
HEW50,H,Forest,62,4.75,359.85,7.17868,0.348651348651349,7.5397775,630.694012,0
SEG01,S,Grassland,107,7.235,22.65,11.4468,0.233,8.4159875,531.722006,2.843333333
SEG02,S,Grassland,92,7.32,21,11.5129,0.198,6.72847,531.722006,2.583333333
SEG03,S,Grassland,99,7.42,19.4,9.49238,0.089,8.2865525,532.278004,2.725
SEG04,S,Grassland,92,7.35,19,9.72116,0.163,8.3427475,527.066028,1.015
SEG05,S,Grassland,103,7.415,19.05,9.72117,0.162,8.247915,540.544012,1.228333333
SEG06,S,Grassland,99,5.535,57.47,9.05661,0.248,8.3188325,700.453332,1.298333333
SEG07,S,Grassland,99,7.295,21,11.5129,0.157,8.5606225,531.722006,1.518333333
SEG08,S,Grassland,107,7.34,16.3,9.43349,0.11,8.381345,559.330016,1.293333333
SEG09,S,Grassland,99,6.56,57.4,12.3239,0.171,8.4646,638.365014,1.425
SEG10,S,Grassland,99,7.395,17.7,13.707,0.183,6.102805,542.093996,2.638333333
SEG11,S,Grassland,92,7.425,17.5,14.854,0.137,8.093055,542.093996,2.638333333
SEG12,S,Grassland,99,7.37,23.98,8.32798,0.138,8.3158325,534.523988,2.843333333
SEG13,S,Grassland,89,7.125,67.88,12.1269,0.041,8.6293025,684.076014,1.843333333
SEG14,S,Grassland,103,7.345,22.65,8.64062,0.169,8.310235,519.769988,0.99
SEG15,S,Grassland,107,7.365,18.76,9.71106,0.191,8.4885325,540.544012,1.266666667
SEG16,S,Grassland,107,7.4,18.23,8.94798,0.178,8.1547175,551.37801,1.293333333
SEG17,S,Grassland,103,5.03,57.5,10.3158,0.374,8.1623425,700.701878,1.321666667
SEG18,S,Grassland,95,5.14,35.27,8.40603,0.065,8.82695,615.939996,1.453333333
SEG19,S,Grassland,107,7.325,17,11.5129,0.087,8.50581,533.13601,1.03
SEG20,S,Grassland,107,6.585,55.38,7.99441,0.307,8.3675825,648.050672,1.275
SEG21,S,Grassland,107,5.345,55.2,8.15101,0.278,8.246375,648.050672,1.355
SEG22,S,Grassland,99,7.275,22.33,14.2406,0.093,8.6857675,552.345996,1.413333333
SEG23,S,Grassland,107,5.2,15.78,8.84416,0.373,8.23676,564.404016,2.091666667
SEG24,S,Grassland,92,7.07,18.03,8.5505,0.283,8.2251525,552.267992,1.096666667
SEG25,S,Grassland,107,6.305,55.67,8.33487,0.176,8.2669125,666.330284,1.453333333
SEG26,S,Grassland,107,7.14,14.7,9.99545,0.427,8.2698625,564.404016,1.973333333
SEG27,S,Grassland,103,5.76,62.53,8.78957,0.416,8.3948675,673.972266,1.026666667
SEG28,S,Grassland,92,7.295,18.17,9.18217,0.175,8.479525,548.803974,1.17
SEG29,S,Grassland,107,7.39,19.4,10.8361,0.195195195195195,8.284375,548.803974,0.873333333
SEG30,S,Grassland,107,7.09,67.47,12.8008,0.146,8.71897,592.134002,1.383333333
SEG31,S,Grassland,92,6.235,63.35,7.42466,0.182,8.894155,592.134002,1.383333333
SEG32,S,Grassland,103,5.91,59.18,7.66063,0.19,8.8849925,592.134002,1.383333333
SEG33,S,Grassland,92,5.71,75.13,6.11094,0.118,8.41828,681.792016,1.821666667
SEG34,S,Grassland,97,5.58,86.08,6.38947,0.138,8.6806975,681.792016,2.336666667
SEG35,S,Grassland,109,5.965,89.17,6.32009,0.2,8.6743475,681.792016,2.353333333
SEG36,S,Grassland,93,6.2,64.07,7.92319,0.139,8.63045,684.615992,1.531666667
SEG37,S,Grassland,96,4.575,51.13,6.63369,0.093,8.5477275,615.939996,1.558333333
SEG38,S,Grassland,71,5.17,69.18,6.37265,0.0890890890890891,8.530065,701.449402,1.836666667
SEG39,S,Grassland,107,7.065,70.47,7.88013,0.225,8.6866875,683.944008,1.378333333
SEG40,S,Grassland,88,5.755,60.15,7.90814,0.098,8.753765,617.475988,1.848333333
SEG41,S,Grassland,92,5.3,40.02,8.73861,0.136,8.79437,619.633984,1.428333333
SEG42,S,Grassland,81,5.08,69.78,8.04424,0.117,8.9838725,685.083998,2.338333333
SEG43,S,Grassland,108,5.94,66.88,6.94663,0.131,8.99273,685.083998,1.68
SEG44,S,Grassland,105,5.41,59.73,6.9978,0.113,8.6963875,689.191992,1.136666667
SEG45,S,Grassland,110,5.255,58.65,7.40699,0.1,8.734635,689.191992,1.103333333
SEG46,S,Grassland,99,5.365,72.82,8.0278,0.146,6.9318075,700.943994,1.685
SEG47,S,Grassland,102,6.165,84.07,6.44781,0.186,8.0871825,684.615992,1.458333333
SEG48,S,Grassland,99,6.725,57.88,8.81498,0.13,8.707995,645.020128,1.423333333
SEG49,S,Grassland,77,5.975,80.54,7.22633,0.106,8.6490375,689.699988,1.538333333
SEG50,S,Grassland,80,5.07,75.6,6.39348,0.092,8.7492775,485.618024,1.081666667
SEW01,S,Forest,86,3.645,54.13,9.2401,0.037,8.16922,735.177992,0
SEW02,S,Forest,116,3.615,74.93,9.05661,0.032,8.1147225,707.21999,0
SEW03,S,Forest,86,3.53,66.17,6.75401,0.024,7.9739175,604.82705,0
SEW04,S,Forest,90,3.465,56.01,8.84416,0.027,7.888675,726.016038,0
SEW05,S,Forest,90,3.385,64.13,7.8016,0.019,8.8804825,561.382,0
SEW06,S,Forest,88,3.63,54.94,9.08692,0.049,7.9294975,764.33402,0
SEW07,S,Forest,82,3.615,78.51,6.12952,0.016,6.6869975,703.328126,0
SEW08,S,Forest,90,3.415,97.59,6.03638,0.047,8.1767575,585.041986,0
SEW09,S,Forest,90,3.53,78.96,6.9935,0,8.121955,744.06002,0
SEW10,S,Forest,82,3.78,64.54,7.18012,0.036,8.1446175,757.922266,0
SEW11,S,Forest,88,3.485,64.92,9.05661,0.031,7.98452,716.055604,0
SEW12,S,Forest,96,3.6,71.55,7.33677,0.018,8.18586,712.523536,0
SEW13,S,Forest,95,3.42,67.22,6.01636,0.028,8.2969875,635.428004,0
SEW14,S,Forest,87,3.375,70.44,7.98941,0.008,8.2786875,676.94901,0
SEW15,S,Forest,93,3.73,65,10.1266,0.031,8.012755,768.501868,0
SEW16,S,Forest,82,3.6,69.98,8.62878,0.03,8.35086,622.735976,0
SEW17,S,Forest,94,3.285,64.25,7.77312,0.024,8.1092825,761.204028,0
SEW18,S,Forest,90,3.585,48.26,8.67971,0.0288844621513944,8.21837,673.955994,0
SEW19,S,Forest,98,3.71,63.83,7.05831,0.037,8.3706075,700.692162,0
SEW20,S,Forest,82,3.765,65.11,8.26983,0.0418326693227092,8.1036925,716.055604,0
SEW21,S,Forest,90,3.31,66.34,8.62255,0.055,8.27754,758.850005,0
SEW22,S,Forest,86,3.53,57.13,5.78274,0.034,8.3612725,554.39403,0
SEW23,S,Forest,87,3.45,74.36,7.51208,0.051,7.932115,707.21999,0
SEW24,S,Forest,82,3.62,65.09,5.77074,0.046,8.4595025,656.279982,0
SEW25,S,Forest,89,3.62,72.99,8.36345,0.063,8.24896,676.94901,0
SEW26,S,Forest,78,3.675,67.26,9.34428,0.051792828685259,8.27446,758.850005,0
SEW27,S,Forest,92,3.42,83.28,7.88231,0.051,8.3743475,667.386012,0
SEW28,S,Forest,89,3.535,62.43,8.71002,0.051,8.416995,730.54248,0
SEW29,S,Forest,95,3.42,64.78,6.637,0.03,8.257185,635.428004,0
SEW30,S,Forest,85,3.435,58.15,6.08242,0.05,8.51071,560.898002,0
SEW31,S,Forest,84,3.425,66.61,8.75043,0.051,8.551135,703.516004,0
SEW32,S,Forest,88,3.43,62.38,7.01001,0.051,6.4841925,560.898002,0
SEW33,S,Forest,90,3.45,45.51,8.05905,0.025,8.1264175,729.492014,0
SEW34,S,Forest,86,3.45,48.97,7.8117,0.042,8.51564,735.177992,0
SEW35,S,Forest,86,3.6,64.51,8.5172,0.065,8.2532875,727.627992,0
SEW36,S,Forest,92,3.41,101.93,7.78963,0.064,8.475925,767.546032,0
SEW37,S,Forest,92,3.61,61.8,8.76742,0.0627490039840637,8.284435,745.61599,0
SEW38,S,Forest,95,3.425,66.72,8.35887,0.057,8.2416275,730.54248,0
SEW39,S,Forest,89,3.615,73.8,7.19748,0.052,6.0531325,739.242016,0
SEW40,S,Forest,84,3.695,68.19,10.1439,0.063,8.0518075,723.214002,0
SEW41,S,Forest,93,3.665,49.77,8.51719,0.049800796812749,8.0417575,701.216016,0
SEW42,S,Forest,87,3.59,70.38,6.20606,0.074,10.4021025,719.613964,0
SEW43,S,Forest,81,3.58,71.66,7.94508,0.069,8.29643,708.874034,0
SEW44,S,Forest,82,3.67,62.24,7.74768,0.075,8.0989575,747.561962,0
SEW45,S,Forest,92,3.64,75.15,7.42868,0.0478087649402391,8.280805,672.655984,0
SEW46,S,Forest,94,3.48,80.04,8.09641,0.063,8.1556825,599.583972,0
SEW47,S,Forest,92,3.435,76.02,6.66827,0.049,8.2700625,599.583972,0
SEW48,S,Forest,84,3.67,74.56,8.18585,0.085,8.244525,645.776012,0
SEW49,S,Forest,76,3.435,65.48,7.13649,0.068,8.514125,719.331994,0
SEW50,S,Forest,97,3.58,77.78,5.91662,0.079,8.457935,755.731956,0
