Plot,Region,LU,Core_depth,pH,elevation,TWI,prop_clay,Mean_Temp,Mean_precip,LUI_2007to12
C221,H,Crop,49.4217866021073,5.67835656298566,357.412588446977,7.64599928516677,0.350174922952136,7.61694265362293,624.550080514917,0
C222,H,Crop,51.7973823516381,5.58876392342763,383.228708937967,7.51763634871011,0.372884096784655,7.89391547230526,639.798953493837,0
C223,H,Crop,49.7432852570239,5.8413024594664,360.418109733996,7.77863886311937,0.378678312201764,7.68427251950078,606.781857651631,0
C224,H,Crop,54.5174520070846,6.00809686551255,375.717714236027,7.50482138409507,0.36514945239868,7.73567832036312,618.386868977947,0
C225,H,Crop,51.4494358734684,5.63126117905954,405.556440127118,7.83854555862804,0.370029417375645,7.76587444151232,620.155179175899,0
C226,H,Crop,51.4410175200139,5.29422723509173,385.076565458309,7.65687629168108,0.350582915774452,7.88091968249036,624.758545822358,0
C227,H,Crop,50.8254670211493,5.74691618624503,373.672677899485,7.32263680699433,0.368174604778195,7.69084711991467,619.25826779205,0
C228,H,Crop,55.0234005955291,5.56120183350051,349.757790275345,7.64407375439078,0.412380723076729,7.73192255320706,617.283783174112,0
C229,H,Crop,49.8845125041538,5.852272321028,370.72426516189,7.59285253573791,0.379653241959367,7.76477701058714,622.781454197508,0
C23,A,Crop,30.1784376264147,5.75642247597442,739.56510277258,6.77242757918535,0.511529495161447,7.23828063650758,945.829771593433,0
C230,H,Crop,53.4619499823907,5.78915119383303,379.108765240492,7.67254598491564,0.318879219222527,7.83990501313125,620.618089252913,0
C231,H,Crop,53.002047443048,5.48109594467952,386.340577827091,7.49230600931613,0.391925875734902,7.9095981653071,618.164535490528,0
C232,H,Crop,55.4754119056422,5.47005320111734,391.904374376839,7.56030892652019,0.363562306596037,7.79108501701754,620.70660447871,0
C233,H,Crop,46.0745090453843,5.79990797108775,359.849467264732,7.44314098637803,0.355675640457744,7.68382393147746,623.843060838161,0
C234,H,Crop,54.4018175076275,6.21705597671247,371.257696927993,7.57377983820783,0.380548223119962,7.80410830373899,633.356773332966,0
C235,H,Crop,49.8539418186515,6.15709870774952,374.217038135004,7.30087166021168,0.354905377347602,7.86391627307568,624.822394534069,0
C236,H,Crop,49.2272646232351,5.56917821219036,376.956248381544,7.76478153209967,0.330216470521466,7.67183486068782,624.568283946571,0
C237,H,Crop,52.6351835898796,5.47581741669419,385.0356009409,7.60354885398264,0.303306132088824,7.80477256348442,627.679994885882,0
C238,H,Crop,47.0640391895021,5.67787343066007,372.558785200277,7.28343995790871,0.354879475948561,7.89458486082175,627.366653829141,0
C239,H,Crop,51.889201988001,5.57080379418976,352.914673051504,8.01659721049985,0.361579348303047,7.64952307969331,628.842355229482,0
C24,A,Crop,29.4500377852307,6.12580559678717,743.333708138298,7.01513564351672,0.53827869245505,7.08997347322395,926.617618735111,0
C240,H,Crop,51.7272176945399,5.37684139942221,382.339045417724,7.72795274413746,0.373297603045957,7.7410694104572,614.755798205998,0
C241,H,Crop,46.8910792409403,5.62942267927819,418.916274829222,7.71891478801071,0.389040181199569,7.79940106964316,629.577088529687,0
C242,H,Crop,50.8409036710266,5.92405101640585,362.274615022619,7.46210181320266,0.38239772892539,7.81106232333088,617.19248649166,0
C243,H,Crop,48.8675763397602,5.28958054554372,351.16331879528,7.6635201677468,0.384681480102827,7.7664070434913,624.710219013655,0
C244,H,Crop,51.5896433618656,5.84631229827256,360.186609658091,7.56494811839193,0.331399290961773,7.79548321163533,631.758530166219,0
C245,H,Crop,48.4175904999157,5.77408982468953,397.4447288782,7.34032007238001,0.315086643684207,7.65942043079591,625.171452323056,0
C246,H,Crop,49.059635724364,5.24564436056094,367.050578048902,7.84077648106042,0.380325099522968,7.90780894382626,623.762389743898,0
C247,H,Crop,51.117740836317,5.91790740980312,362.01020556837,7.62179822587061,0.405820975969225,7.72633625192776,620.899795725134,0
C248,H,Crop,45.6364206005736,5.53709392221377,383.743731927631,7.20197734031919,0.352062377806938,7.86436375108187,628.474454598656,0
C249,H,Crop,52.7574662858129,5.24210745045241,383.118582811934,7.89273856338629,0.385110878923254,7.75976192618788,621.003779790931,0
C25,A,Crop,30.3228385884252,5.72415793593277,742.04525603588,6.69289382894238,0.540765603577706,7.22657258467713,942.09428283025,0
C250,H,Crop,49.2064376427842,6.04940185962479,378.287720837157,7.68032979191486,0.376013422370249,7.8847773048191,632.501778772368,0
C251,H,Crop,54.0438702306527,5.56028472466236,391.402304093867,7.57019302291877,0.371903990262354,7.8292495936766,619.256679425818,0
C252,H,Crop,44.9180376181992,6.32875013203787,402.898079962235,7.29895553135808,0.34275405936671,7.87365459992214,621.901553890597,0
C253,H,Crop,48.7504993487844,5.61894191466678,392.317564891306,7.71958250127961,0.379128825087747,7.6360650109676,624.730339979567,0
C254,H,Crop,51.3848875851542,5.59623211918861,402.006969165658,7.91025904004263,0.41054670111197,7.6456287464949,623.721152895303,0
C255,H,Crop,55.5645283410992,6.06654813599774,354.514578343848,7.46773742542734,0.396293573735929,7.84482697646787,630.443896665395,0
C256,H,Crop,49.9804686651448,5.82974079609415,363.845188908927,7.59445744258009,0.384387162392816,7.69142185850578,617.777367289984,0
C257,H,Crop,52.9938682617495,5.79646911224291,381.661970600588,7.21140610080232,0.414738244059283,7.6415178161325,626.946140118376,0
C258,H,Crop,53.4944224940368,5.7909236408844,354.884452386672,7.93889441180975,0.352432554428151,7.70850300370614,619.094175305164,0
C259,H,Crop,53.1464243059902,5.87330867710359,382.154243466693,7.49192092632746,0.359280288401431,7.79135440292291,622.7175845104,0
C26,A,Crop,36.0602977062229,5.94130601837528,746.428362882009,6.85189776590679,0.472192318669473,7.1906012237214,943.225654173079,0
C260,H,Crop,52.5916678088279,5.49808413008128,369.097843982888,7.56652855427942,0.399073588621177,7.83295660364905,627.817732486267,0
C261,H,Crop,56.0310934615114,5.69280078733243,376.096980611105,7.67124820263475,0.397686786027487,7.81579245181369,627.585669914682,0
C262,H,Crop,58.2138327292065,5.85269127332783,415.257671377087,7.22859915846175,0.363760240482496,7.8065353295865,620.717648259866,0
C263,H,Crop,53.5329030850834,5.82315146207996,396.006042074773,7.50450491747028,0.379730846951747,7.88195948296126,619.876473547965,0
C264,H,Crop,54.4855485341524,5.67865938198375,365.090950081059,7.3752737505935,0.343950947436152,7.83472482210015,624.84801775456,0
C265,H,Crop,51.7834502366189,5.76703205176273,387.963715470328,7.45385163794416,0.359693799243096,7.73507117810801,616.198065702705,0
C266,H,Crop,50.6106346423075,5.51320302608393,364.048741207995,7.44149412321293,0.32733091458467,7.78370008100254,622.91828144391,0
C267,H,Crop,52.1802337039115,5.82058729506572,402.450638525003,7.49792900406265,0.373438247622384,7.58374353133722,614.456926078612,0
C268,H,Crop,57.4727500179515,6.2780642859192,388.171752965304,7.47848822874433,0.347753186596695,7.81350287692693,634.175603675082,0
C269,H,Crop,51.2632846918259,5.75601930584371,374.837087307247,7.48076080822789,0.396063995236859,7.76737873588308,625.630967143456,0
C27,A,Crop,30.0655885739673,5.84473674865295,742.175328853788,6.67555294611525,0.488632914141047,7.19989108480755,952.401313871011,0
C270,H,Crop,52.9392229587067,5.75021224147454,376.79231676039,7.53742097442761,0.288153521364744,7.90093428286827,625.360210852243,0
C271,H,Crop,44.0896056517042,5.83884543772987,362.434572082758,7.35085701915314,0.36812317130528,7.66263647536954,623.197115183556,0
C272,H,Crop,57.526264942005,5.91841319796412,368.136524464333,7.4875713742506,0.317608798968269,7.84830580162332,623.848285779685,0
C273,H,Crop,53.4348992950466,5.25322192644926,364.111484236502,7.70864349658006,0.340308999398436,7.84827819525324,623.285625545107,0
C274,H,Crop,54.0923973132252,5.3883357866733,375.924533031477,8.04692351580308,0.398639201093638,7.98639650300123,620.682610003372,0
C275,H,Crop,49.6167348398412,5.39657058429026,391.434837857716,7.75404139566398,0.418128239981979,7.68748318717333,616.992000020406,0
C276,H,Crop,54.1477025989463,5.94609312054389,378.018660710316,7.38974560328169,0.345877282285652,7.79509964664035,624.043470514609,0
C277,H,Crop,47.6030102026984,6.069977448828,388.880332341653,7.47010801779218,0.375519006442877,7.88887723058971,625.245947038921,0
C278,H,Crop,53.1229939577632,6.09048172918431,360.933969255451,7.50883225779443,0.369493724870572,7.85088867069124,626.350414070311,0
C279,H,Crop,50.8016032205605,5.86396204429676,379.781255425296,7.78547434072456,0.354442600034595,7.82046578460897,638.323281765066,0
C28,A,Crop,29.6611982409186,5.69738197896744,750.281338447811,6.49509980038477,0.47571779151541,7.11321597177008,945.456402668072,0
C280,H,Crop,55.6512128709699,5.16647838428669,389.25714087309,7.16531678072604,0.353228075447903,7.74532686400042,630.21049965275,0
C281,H,Crop,53.174563391397,5.77433375709478,385.118074279301,7.57090485682735,0.34024417271459,7.66414451034816,625.967848814417,0
C282,H,Crop,51.493390845048,5.47693343414084,362.557014736986,7.74416604929399,0.35695037170631,7.90994399491595,612.097413190909,0
C283,H,Crop,49.4995946858456,6.02797514101371,374.434978943618,7.34697146754192,0.379137286728159,7.60274808800558,632.296318217248,0
C284,H,Crop,46.4745897365809,6.14246729436302,393.615724657369,7.67732435656717,0.359654666675201,7.7370847621623,617.246993324145,0
C285,H,Crop,50.2334695645494,5.80584490801307,386.132490922019,7.26303209123477,0.354486327271473,7.68152299915662,628.265302226889,0
C286,H,Crop,51.8548941677162,5.45465136248328,378.391445598863,7.3461752954196,0.391980571005463,7.81324311698392,620.797421996675,0
C287,H,Crop,53.9570835746963,5.58085212796092,390.280633736556,7.15827243572437,0.335574754188506,7.7781085567994,631.882865816767,0
C288,H,Crop,56.5134638463293,5.54374923493238,392.720529994927,7.82677735698952,0.392794742242772,7.90517121164069,621.234028643549,0
C289,H,Crop,47.488290912243,6.12481953332749,375.73187653418,7.6834165013797,0.366935716244023,7.67541392844996,622.467958893598,0
C29,A,Crop,25.113938010261,5.60916575405359,747.232371004181,6.71934861282372,0.511568990679863,7.18894118856399,939.708616602651,0
C290,H,Crop,51.240084580778,5.7321241616681,387.954154939483,7.58477781139271,0.362777738007426,7.81449515315203,622.531759738961,0
C291,H,Crop,46.1044189503207,5.9751980859667,399.532011847553,7.96739393892171,0.362939947928481,7.79017711220348,614.994881658129,0
C292,H,Crop,58.0044862747838,6.0621711095287,379.593873142679,7.26032603261592,0.410371469986576,7.65036082200586,624.142760023855,0
C293,H,Crop,42.4284756412868,5.91871379920415,391.775017432254,7.65024340873525,0.381574621866396,7.85903190856844,626.461431650677,0
C294,H,Crop,49.8136847946564,5.66673080790173,373.977980322405,7.710662397945,0.362858073184298,7.81974506433167,623.117302584642,0
C295,H,Crop,48.7102425529262,5.60852088607869,372.331370368168,7.82988249320329,0.365887684670097,7.83012490931399,627.965710220459,0
C296,H,Crop,50.130174893489,5.79367581714747,359.659063854413,7.54645091238686,0.401951723200339,7.84839227061354,618.082298356172,0
C297,H,Crop,50.0113676260154,6.2731720003293,383.982020145249,7.58970881031262,0.323697589445934,7.73178156852991,625.513674928163,0
C298,H,Crop,48.4018533970975,5.53145501508926,366.971527860317,7.38321535991914,0.402082767214158,7.93041057863828,622.434220334304,0
C299,H,Crop,51.4168549286434,6.3688974448518,367.318950105423,7.65306310207251,0.344986817767929,7.9952660553937,630.309998939412,0
C3,A,Crop,30.5327743461608,5.78827072532201,757.687025117566,6.66038359628321,0.497929639188356,7.27151994794841,932.448979234047,0
C30,A,Crop,34.0664641803911,5.61583825790797,760.65003396595,6.99211011073654,0.543822711574135,7.05575440632373,937.260851623883,0
C300,H,Crop,53.9138971329379,5.77192889799753,374.538922535887,7.44633857275761,0.367061614500326,7.82278379741328,632.650129569622,0
C301,H,Crop,51.2109435377279,5.48187186255224,364.408908564859,7.92857793548693,0.340720595429717,7.75661026269801,621.849781615017,0
C302,H,Crop,52.9190656408048,5.70054430062595,381.108501954292,7.6369424060456,0.340083337381675,7.6496195448031,624.753205801252,0
C303,H,Crop,49.0615269583945,5.74031089190242,381.425791986944,7.07611746874847,0.371264719508272,7.75879025824965,623.84733852008,0
C304,H,Crop,52.9165523981526,5.99114573855299,379.702055799931,7.70040302816268,0.367133796684905,7.74313193218593,626.097800979354,0
C305,H,Crop,51.65475787872,5.86921473294327,355.836137232732,7.47525471454598,0.371803294109533,7.75567151504419,621.467285816743,0
C306,H,Crop,40.3825889427036,5.70751001614156,391.32909712048,7.57860651015609,0.386600566752732,7.73465058309631,626.342927760704,0
C307,H,Crop,43.396881993504,5.74285572259749,376.950774356082,7.61145348823491,0.346851738499957,7.82880992954029,629.887808556269,0
C308,H,Crop,44.5320842140543,5.81790887512686,375.767655457872,7.6773607002044,0.324545097745522,7.76104088389361,626.748072949829,0
C309,H,Crop,54.2447736621201,5.97673132388825,349.636172799114,7.38054020846661,0.362678482254148,7.86595399984235,637.402828386331,0
C31,A,Crop,29.6657611503089,5.67347377624328,744.863612722809,6.65209856065863,0.550732323834213,7.11631240992879,934.46353049545,0
C310,H,Crop,51.825307904824,6.27907405342648,357.076612497648,7.71019534236804,0.398657085171981,7.75784731051555,624.18478275528,0
C311,H,Crop,55.0585489911338,5.60648180537972,386.14647540659,7.64284567419949,0.32909744015397,7.76861846537709,619.912368846368,0
C312,H,Crop,48.6262120128792,5.88241756935758,392.346329494867,7.78581238289401,0.393926770183312,7.8569987644933,613.267316610397,0
C313,H,Crop,53.6863544546976,5.91859661736201,386.501346137691,7.83732965362662,0.392532032405517,7.70167884112526,623.182522489729,0
C314,H,Crop,56.2306107216884,5.61892872166497,394.7387050295,7.15760360059116,0.350657640174604,7.71911147974448,621.473047035981,0
C315,H,Crop,46.5222927509558,6.13109146187085,364.38759682117,7.50003383050155,0.34833927847594,7.64284952140953,635.62118650106,0
C316,H,Crop,47.3492463342467,5.6788767878112,367.637893808263,7.96820666636351,0.344253193431354,7.79479718765817,633.285063390609,0
C317,H,Crop,45.9612604576027,5.85860964196424,377.445313869994,7.16240880045529,0.332785014433924,7.95628640920898,637.553236195473,0
C318,H,Crop,47.3872108961543,6.00493295612633,354.880531072118,7.61398880780181,0.363951566553032,7.82681435533104,619.361113770607,0
C319,H,Crop,56.5452934187592,6.09399459683002,384.365752135125,7.33826967183081,0.346272643033416,7.88033067292715,622.110969730933,0
C32,A,Crop,29.7286262889065,5.79611898071774,755.584758852728,6.69015289950426,0.556422673111005,7.06922030413949,955.84818321622,0
C320,H,Crop,44.526928775877,6.16830965824416,350.901193728078,7.6378987898136,0.408486675683445,7.72105823815309,628.791466591398,0
C321,H,Crop,52.2543068304093,5.89260788372686,377.199662290677,7.37012317592826,0.314217844498617,7.85030013143186,625.380929716751,0
C322,H,Crop,44.2941214082962,5.85506316055982,373.2380639361,7.67464097114463,0.392362920085902,7.73878853036899,626.869631664118,0
C323,H,Crop,52.3380960250033,5.18219666919011,392.679006172647,7.24821780991755,0.38647445326045,7.63339514895845,619.314911696248,0
C324,H,Crop,47.2503155386406,6.20371792754444,380.434233970297,7.3996645633148,0.355392539777146,7.79265761588279,628.277973678156,0
C325,H,Crop,51.0337767552646,6.05232003207852,387.097356333892,7.43058461120689,0.38919651379123,7.82784897128212,622.614463850491,0
C326,H,Crop,51.5396014294192,6.04533395076657,373.688838219691,7.72673282876879,0.356139371921478,7.74295105761315,623.531104873416,0
C327,H,Crop,54.9679945884647,5.81853156402644,372.356016651414,7.22211644865107,0.410935133766515,7.70676539680794,627.630407601861,0
C328,H,Crop,47.671625430496,5.80215787605614,363.804299905927,7.82374491077458,0.389197062436206,7.91683972549303,628.359409480226,0
C329,H,Crop,50.8016264752084,5.82584519554513,399.701020557714,7.43107399430165,0.349332796076186,7.63804055988678,626.389476033431,0
C33,A,Crop,31.3875465784406,5.78368005636375,753.6429827492,6.49095963416075,0.471927420918217,7.08430698651472,922.764547031551,0
C330,H,Crop,49.1451656727912,5.56653552536932,373.34297171608,7.41040119393084,0.363006465980939,7.84105907622992,629.378559166145,0
C331,H,Crop,50.3605989089025,6.10093277369607,379.381513472747,7.17977970669874,0.335519655664474,7.73439233142762,630.680882722527,0
C332,H,Crop,51.3380240225219,6.05895880721535,365.930543529226,7.82396595431613,0.304870858484731,7.95909937568664,623.877199190504,0
C333,H,Crop,42.9690864200679,5.70237156605676,370.025625414912,7.44455491593213,0.371806526123771,7.83805538848229,633.849556934847,0
C334,H,Crop,51.3760674512107,5.67692034218247,380.146787953702,7.51532814716442,0.370990770686101,7.76286615100561,630.256329372229,0
C335,H,Crop,56.3243232873605,5.72403422372588,390.072713109694,7.73622828742143,0.392272206098382,7.68330761295603,621.126324083276,0
C336,H,Crop,51.844743289138,6.13444642208667,374.825220892684,7.32929262542609,0.371611759168317,7.706340914787,619.110826907916,0
C337,H,Crop,53.8044543975631,5.68838417691188,401.610306465474,7.8692164875286,0.342359095713525,7.75946742640381,623.148594692785,0
C338,H,Crop,47.5270333434976,5.74310656031511,395.627544863069,7.55289502736964,0.401241352731752,8.01672099297831,619.903616947286,0
C339,H,Crop,47.305173437947,5.5576882608632,385.455834800858,7.46853997549705,0.354106582955618,7.86791385165705,625.556247528707,0
C34,A,Crop,38.5523512330068,5.51862407519172,765.970004760358,6.09248331141493,0.517813057183269,7.12710034341893,942.223465202814,0
C340,H,Crop,44.3899869090048,5.6735665941283,387.259761676792,7.48695153778784,0.33550676885288,7.79032896584904,630.561149080867,0
C341,H,Crop,44.3154831583886,6.06144400939175,371.089351771286,7.4685354300867,0.378649020652236,7.77224676012565,633.375049926788,0
C342,H,Crop,53.2731554952877,5.68675533227894,373.995927683004,7.63093063342865,0.339606234437104,7.91823517177113,628.128408139255,0
C343,H,Crop,46.733297896257,5.79395194017846,412.954037361804,7.65916958073946,0.384002594621999,7.77370409305464,633.551597573516,0
C344,H,Crop,52.5466221276102,6.03407301602504,377.996961237581,7.29753434198448,0.398328315752313,7.70075758004588,616.944943664964,0
C345,H,Crop,53.29985334658,5.46555033263742,386.05097598422,7.40100919124473,0.412047504449264,7.79230762103394,619.019545453695,0
C346,H,Crop,47.2452991237505,5.5608958624896,384.300677999063,7.2806972597598,0.403048956649104,7.95956106176458,624.628096200658,0
C347,H,Crop,48.3865400120805,6.0899733567723,366.722135527082,7.85175178071245,0.347016294290101,7.5535334156906,631.353372929297,0
C348,H,Crop,46.939269434655,5.9204152163943,383.884048067115,7.66642182801296,0.376963039552742,7.89168922853781,620.496803986122,0
C349,H,Crop,47.6426644582214,6.00204650235497,386.228468274375,7.49011468143457,0.393385157954892,7.90391216649247,631.488334736021,0
C35,A,Crop,27.9390382983786,5.8597177765221,735.032970686676,6.72241756923666,0.477900463524036,7.17473016181106,954.038999757983,0
C350,H,Crop,52.0202243589528,6.4136749409239,380.162343772662,7.52946880559669,0.347367194841599,7.88611133639834,626.39603615243,0
C351,H,Crop,50.9070798650988,5.95680245884883,384.680445308155,7.8939845939711,0.361708600633392,7.79933252163929,625.572956679942,0
C352,H,Crop,56.2625854730185,5.72591178287368,364.995538185702,7.40157099691353,0.401392548992394,7.85214783854668,623.909196662102,0
C353,H,Crop,53.3786234207185,5.62373181585567,376.014899929798,7.62415393246682,0.363143929221677,7.75598374261033,623.415126810801,0
C354,H,Crop,55.5247146363218,5.75143643208434,382.095128664236,7.38092191436648,0.368363789659067,7.69863282411408,627.382092735093,0
C355,H,Crop,48.9865500008449,6.00916170179968,376.161338225665,7.47431966922691,0.368499501544431,7.85278578466576,621.05055577708,0
C356,H,Crop,53.4351612285758,5.91672889001395,389.703519137395,7.56824957641991,0.367088686401229,7.75837470535322,628.457480114456,0
C357,H,Crop,48.7107431321416,5.64318606022413,393.449145302402,7.14126383414115,0.395123400600057,7.58144772314619,628.762275989618,0
C358,H,Crop,47.0425673157329,5.87466410789029,383.020480136273,7.21302614980769,0.355630217961611,7.83006587131133,630.146316446755,0
C359,H,Crop,52.2999644738736,5.36831474548279,377.832249288346,7.46660912044367,0.368505212534557,7.84419605609895,625.489537274285,0
C36,A,Crop,29.6220895837712,5.74406391212509,756.667742513769,7.20295773619308,0.529578605295998,7.13318293147182,944.438673069271,0
C360,H,Crop,46.1632459215448,5.71222818820075,403.726806798447,7.65301625092822,0.395760376033485,7.82217353643488,624.430478181964,0
C361,H,Crop,49.6689102940676,5.74011250269929,388.881715486369,7.61127160542976,0.326974865380413,7.62397291857906,631.216008265075,0
C362,H,Crop,53.1528931472036,6.02149398479071,391.040841454922,7.57024302153903,0.356545927143521,7.67512879598589,627.899263327171,0
C363,H,Crop,50.2361571919805,5.21990128012687,375.775313129793,7.83561008966102,0.359572417337611,7.87198596178208,628.472035847362,0
C364,H,Crop,52.8425830842897,5.88943467895938,367.38085218279,7.85789680020807,0.438394736109248,7.76788696317147,627.497075244667,0
C365,H,Crop,45.8803111499497,5.69833754234032,381.308178435497,7.53226181754878,0.396698519541603,7.91203830447344,623.123626428572,0
C366,H,Crop,54.563970580721,5.31681438958424,376.422025246289,7.39092866244609,0.391234915851387,7.8377354638092,624.417055562719,0
C367,H,Crop,53.6445444212334,5.69223155189271,373.419612745055,7.28623202250033,0.361647809640645,7.84352133944514,621.345528674584,0
C368,H,Crop,50.8300054183614,5.87230187089048,365.811845067191,8.13248282945781,0.400828244355338,7.75115212022786,626.880748694441,0
C369,H,Crop,47.4290439790592,5.48296067970528,382.509080046568,7.6593305135406,0.344286579295805,7.60038614341173,630.807463040699,0
C37,A,Crop,33.3734658263087,5.70924917925034,743.085788577972,6.76344340639428,0.547291453037608,7.21392911271649,938.105082801944,0
C370,H,Crop,50.5094477371281,6.05339341969594,357.966931032646,7.93374606993667,0.406381114377067,7.75909705581719,629.158489749866,0
C371,H,Crop,50.5768783548184,5.64931610498745,368.839333547522,7.37085859503738,0.390326128377479,7.84914612653099,621.041373895674,0
C372,H,Crop,49.9287985559362,5.77340747344059,374.8055419402,7.34454920772323,0.360008419589536,7.7570649294283,626.943598563895,0
C373,H,Crop,45.8299935012044,5.58570062803713,374.761804302394,7.90260847523468,0.370702097703419,7.83512698374797,629.02811654494,0
C374,H,Crop,54.5867441716226,5.55773970748442,375.570929998736,7.87288925936888,0.331777768652592,7.75341575619887,626.041232581006,0
C375,H,Crop,52.6425618351617,5.76328124069799,362.526732740591,7.48469396979366,0.352130106553633,8.00711466563811,635.174323456514,0
C376,H,Crop,52.8540420432056,5.50670189786327,387.83146144959,7.42786257174091,0.360858907778712,7.76884143620432,627.016636938089,0
C377,H,Crop,47.611408781799,5.81808897990167,373.550413514651,7.25753736269704,0.369311894569349,7.76575339692395,615.619312360592,0
C378,H,Crop,52.3964655315755,5.93120917697634,366.528133490789,7.7448552410111,0.382749017514841,7.68188153495427,633.86908549457,0
C379,H,Crop,50.167738615896,5.73846294350675,386.679208028466,7.48948995351323,0.345629938917313,7.72191254884403,620.682078443393,0
C38,A,Crop,31.9549092220839,5.99779846802756,758.910948879589,6.47305728109733,0.522090330063817,7.14278140415118,935.657287053996,0
C380,H,Crop,49.5607663512107,6.21183438483431,385.294905549222,7.41588198822523,0.354494416867708,7.62475977620873,625.076524168727,0
C381,H,Crop,51.0369480358677,5.87335933184212,396.514036029471,7.57813704174702,0.329804089922891,7.69865749329697,621.465019458657,0
C382,H,Crop,45.3353548394975,5.39141690707795,383.431596702708,7.7613490732485,0.366904205934678,8.08491876890282,621.404332056617,0
C383,H,Crop,47.2667261261526,5.58080501703695,388.056422965389,7.68749780149615,0.353132085516668,7.92749577713396,624.118414284467,0
C384,H,Crop,54.1094736555458,5.21180915648422,364.053250222653,7.57055633008726,0.329477304873633,7.72864991338309,632.012161779303,0
C385,H,Crop,48.6326732337057,5.98742992588336,394.459820993855,7.45262731273272,0.367600688939966,7.89196459372349,629.040183675989,0
C386,H,Crop,50.75212232183,5.7505379872335,372.928793241927,7.73240047488518,0.368801642829397,7.7246019354515,625.311265464193,0
C387,H,Crop,51.54734418226,5.71165127054994,378.330000092248,7.52617767064628,0.3354284553463,7.71693943137342,620.922008969206,0
C388,H,Crop,53.1187248527389,5.34933566620188,396.443744391965,7.29937466912028,0.38037275277571,7.80657781221505,630.768194360811,0
C389,H,Crop,48.3879442895623,5.59302730210013,385.124778083334,7.60030029050979,0.352199959997322,7.95760540115922,621.793962559333,0
C39,A,Crop,26.6095840988442,5.70416857196477,739.976861030284,6.890586485011,0.512046421141322,7.20391584118565,930.808696597489,0
C390,H,Crop,51.5876047584575,6.05380716307204,387.334251496848,7.51991706528393,0.387052427249262,7.83148286525106,633.187490561572,0
C391,H,Crop,49.8102691436441,5.83453179580237,409.645852018613,7.8550559992688,0.356575387244913,7.593821198031,623.695575224029,0
C392,H,Crop,55.432963153946,5.52401403380953,367.005644590038,7.48366203161324,0.353927186954405,7.65863817803175,625.839901646203,0
C393,H,Crop,49.9360185085129,5.46050096087979,371.736420879444,7.55395761587987,0.373804723320232,7.71711304702123,618.032095042903,0
C394,H,Crop,51.1397442147205,5.91449596488333,376.589669746861,7.28487884412337,0.400431134941768,7.68263256469573,635.984854548404,0
C395,H,Crop,45.3731060918189,5.55035026132263,379.926331089224,7.8750608320191,0.370715067576293,7.85012009723017,630.691933380477,0
C396,H,Crop,51.4106268112928,5.76691326727201,375.827684152006,7.75217891982565,0.396683114131688,7.91837176706392,622.763126336823,0
C397,H,Crop,45.2607832843705,5.63175461135616,359.84086521205,7.24983070794369,0.387267931541806,7.72210170328276,624.365971299347,0
C398,H,Crop,55.5052606113234,5.85980253822232,376.77801174527,7.55367226247661,0.392182558346269,7.83404685783617,625.327289238516,0
C399,H,Crop,54.4971906348603,5.47828506586467,388.487601251134,7.40738071283348,0.31546554901461,7.50077640558592,623.101399274342,0
C4,A,Crop,35.9526228387954,5.56170896926142,745.915623295966,7.29599149713192,0.525168695289871,7.12483375704201,944.586983011745,0
C40,A,Crop,25.8414005710363,6.05299597773524,740.243380073781,6.42436064926916,0.496740583706182,7.06309745231083,937.502969664076,0
C400,H,Crop,54.8314389003088,5.98989580565885,374.007546279307,7.39122953635952,0.364007651954798,7.7075899271232,622.635333466433,0
C401,S,Crop,94.6449359698776,4.98478752358407,59.4844937801917,8.84022695687322,0.112819372056811,8.36269174059234,660.910580524271,0
C402,S,Crop,97.2271222501639,5.40628816780965,55.5992235419954,8.40546966156791,0.141736491281708,8.1157517272683,639.605281860388,0
C403,S,Crop,94.3001585949933,5.19205881434968,56.9821297014632,8.29273189191957,0.115550169322782,8.28345866550641,657.936650061061,0
C404,S,Crop,93.6670915064497,5.23327971175504,51.6016878864449,8.07918472732535,0.108739565867799,8.04789782207216,617.70798096879,0
C405,S,Crop,97.4165323583318,5.25212277752927,58.7806552107005,8.17706985578434,0.114145080128763,8.3668547852428,651.288680562247,0
C406,S,Crop,89.6956688329848,5.32528349353481,57.9561820451045,7.89617089191255,0.101147442483299,8.37340662154426,668.983068484846,0
C407,S,Crop,92.6410167489712,5.08410551157175,55.5554730802467,8.23129817581878,0.126544403011398,8.17414563291432,642.714871207288,0
C408,S,Crop,93.7320022632816,4.59612023274001,57.968530855158,7.95273379874584,0.116928053415328,8.19494598189234,652.116785001495,0
C409,S,Crop,95.785073746169,4.96612915989334,54.6887224907724,9.0214909040879,0.0807102069241581,8.16277561406546,641.435176538809,0
C41,A,Crop,38.9891944804403,5.86885140104955,749.491867969024,7.27287514332141,0.512697463969878,7.36015187272188,938.111933472582,0
C410,S,Crop,90.3591106111193,5.04295157579573,56.7618932628526,8.38801735861724,0.136574404820064,8.36866182604541,660.207246143151,0
C411,S,Crop,92.3733461886697,5.05187326792114,62.3065072714417,8.53286033024205,0.103835650865816,8.35825918734741,651.594225087254,0
C412,S,Crop,91.6253316447302,5.19237283995488,55.9844216180483,8.3226964078958,0.090904041350615,8.28646183191029,680.433117917251,0
C413,S,Crop,95.3524608976436,4.99496505913967,60.7922194184483,8.24156282424765,0.101621191964738,8.42813919316271,639.122206905152,0
